PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2
462,2020/8/10,14:55.1,2020/8/10,14:55.1,1,4,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,7,Bottom,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,120.864,0.879442,-0.731064,2422.444659,90.993435,9:00,1.653341,0.160494,1.669991,-123.6899,5.0492,-44.5541,0.667292,-0.493553,110.42198,-8.035942,-3.857158,0.512401,,,,,,,,,,,,21.8498,3.1844,-0.137233,15.24,1.666846,0.625702,-33.216411,0.036682,3.124034,6.340414,-9.351346,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,30fb85d0-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,118.38384,,,10.44202,,,,16.769794,-33.507149,3.170207,1.655333,0.465485,-4.675673,-0.16264,0.48245,1.562017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2020/8/10,15:08.4,2020/8/10,15:08.4,1,5,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,7,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,140.71022,-3.497307,-1.588854,2045.861159,208.634916,1:00,1.682541,0.096045,2.009129,-38.7904,52.102,26.7905,0.316339,-0.07989,128.45255,-6.453103,0.32928,0.430545,,,,,,,,,,,,-15.2531,30.8877,-0.064171,15.24,1.607534,0.951965,-38.66927,-2.469595,-2.971301,8.205391,-3.789712,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,38e01770-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,140.89126,,,12.25767,,,,16.430477,-38.921063,4.102695,1.681533,-2.353303,-1.894856,-0.094782,1.043143,-1.485651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2020/8/10,15:23.0,2020/8/10,15:23.0,1,6,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,7,Bottom,0,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,119.99398,1.553613,0.44738,2380.288051,83.894213,8:45,1.642689,0.183998,1.676313,-130.2279,-0.6117,-43.583,0.78344,-0.124289,110.18744,-7.818824,-2.612804,0.514143,,,,,,,,,,,,22.258,-0.1453,-0.192315,15.24,1.673556,-0.06256,-33.000951,0.396918,3.164738,5.859924,-9.827312,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,419c6b70-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,117.98267,,,9.80654,,,,16.763906,-33.270448,2.929962,1.644909,0.848875,-4.913656,-0.186091,-0.208106,1.582369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2020/8/10,15:37.7,2020/8/10,15:37.7,1,7,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,7,Bottom,0,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,141.64185,-2.381729,-2.457674,2125.551776,204.183579,12:45,1.667807,0.14272,1.954663,-37.755,52.7502,22.3034,0.621838,-0.32337,128.72272,-5.270923,-0.867926,0.429627,,,,,,,,,,,,-13.4298,30.1917,-0.090275,15.24,1.613684,1.564198,-38.914966,-1.723678,-2.64295,8.493431,-3.864989,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,4a601270-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,141.19225,,,12.91913,,,,16.484469,-39.185638,4.246715,1.666652,-1.600507,-1.932494,-0.141465,1.648425,-1.321475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2020/8/10,16:04.3,2020/8/10,16:04.3,2,1,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,7,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,140.86312,-2.097548,-1.612512,2010.900095,217.228272,1:15,1.624724,0.14132,1.939832,-45.9728,45.2809,32.1299,0.576172,0.010217,128.54888,-5.560949,0.678174,0.4314,,,,,,,,,,,,-17.8729,26.018,-0.107449,15.24,1.575827,0.939354,-38.742664,-1.563811,-3.497381,8.183565,-4.715424,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,5a36a330-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,140.61202,,,12.31425,,,,16.499652,-39.007831,4.091782,1.624023,-1.41102,-2.357712,-0.139723,1.052678,-1.74869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2020/8/10,16:17.9,2020/8/10,16:17.9,2,2,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,7,Bottom,1,0,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,112.67662,2.592397,0.657384,2525.088412,27.603424,7:00,1.654941,0.159256,1.669629,-191.6883,-44.0031,-25.4602,0.477962,0.092148,103.82914,-11.081189,-1.13374,0.548811,,,,,,,,,,,,13.3224,-22.7023,-0.174702,15.24,1.708597,-0.248522,-30.989599,0.688456,1.662163,5.400031,-12.639092,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,624fd960-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,110.52977,,,8.84748,,,,16.772129,-31.255437,2.700015,1.659389,1.310665,-6.319546,-0.160453,-0.330349,0.831082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2020/8/10,16:32.5,2020/8/10,16:32.5,2,3,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,7,Bottom,1,0,2,Slider,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,,127.84728,-1.519306,-0.249441,1836.216496,42.230885,7:30,1.60533,0.169941,1.664417,-118.3282,-4.4894,-7.1603,-0.011501,0.027175,118.52541,-9.957865,-0.753117,0.481837,,,,,,,,,,,,3.4872,-0.438,-0.162622,15.24,1.554651,0.185829,-35.178804,-1.413536,0.565858,6.395853,-9.877722,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,6aff5c20-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,125.89331,,,9.32188,,,,16.776243,-35.457008,3.197926,1.606792,-0.983879,-4.938861,-0.17017,0.161216,0.282929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2020/8/10,16:50.6,2020/8/10,16:50.6,2,4,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,7,Bottom,1,1,2,Slider,Slider,InPlay,Undefined,FlyBall,FlyBall,Single,0,0,,126.65838,-0.571798,-0.627143,1312.292869,57.298721,8:00,1.631662,0.187935,1.775451,-115.9431,0.4162,-5.7657,0.310196,-0.047432,115.15955,-8.976054,-1.035074,0.487142,104.06113,34.449511,16.358007,2643.395277,32.046064,14.561404,9.857677,68.869917,,18.137908,3.775697,2.4333,1.8723,-0.171905,15.24,1.609259,0.407095,-34.806487,-0.790135,0.379541,7.345931,-9.514613,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,75d6ef00-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,124.52232,14.72011,,11.49882,,,,16.664019,-35.105741,3.672965,1.633552,-0.402534,-4.757307,-0.188174,0.391633,0.18977,0.495946,0.267428,0.042093,187.457852,0.495978,22.870358,-2.969353,0.665625,-0.102086,0.007841,-0.000136,6.50E-05,-1.20E-05,0.267415,16.352422,-4.955719,0.25126,-0.054064,0.010993,-0.001169,0.000153,-1.50E-05,0.042106,6.712706,-0.597503,0.144483,-0.020129,-0.000236,0.000716,-0.000116,6.00E-06,,,,,,,,,,,,,,,,,,,,,,
470,2020/8/10,17:27.8,2020/8/10,17:27.8,3,1,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,7,Bottom,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,122.46503,1.237594,1.617168,2372.276565,76.800293,8:30,1.602059,0.196999,1.661794,-131.2162,-6.3591,-44.0782,0.643223,0.217776,112.30622,-8.18715,-1.475946,0.504616,,,,,,,,,,,,23.3161,-2.8418,-0.23677,15.24,1.624545,-0.747631,-33.669506,0.207757,3.446309,6.173669,-10.226694,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,8bfa0c40-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,120.21015,,,10.15881,,,,16.778534,-33.95044,3.086834,1.604503,0.673126,-5.113347,-0.19918,-0.904457,1.723154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2020/8/10,17:43.8,2020/8/10,17:43.8,3,2,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,7,Bottom,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,140.37039,-1.171512,-0.105502,2127.826137,187.482374,12:15,1.646397,0.179279,1.905221,-43.7853,47.8325,5.9139,0.879201,0.208762,128.73302,-4.467761,0.315266,0.432259,,,,,,,,,,,,-3.1346,26.4776,-0.177221,15.24,1.617213,0.04317,-38.649308,-0.928641,-0.614427,7.661502,-4.616641,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,95843790-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,140.33242,,,11.63737,,,,16.534253,-38.905023,3.830751,1.645637,-0.774553,-2.30832,-0.179004,0.063678,-0.307213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2020/8/10,18:03.3,2020/8/10,18:03.3,3,3,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,7,Bottom,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.09332,-1.253741,0.888987,2094.642493,192.866625,12:30,1.595558,0.247913,1.913782,-43.0956,48.8598,10.4227,0.81228,0.60191,127.57402,-4.532827,1.630714,0.433055,,,,,,,,,,,,-4.6499,27.2257,-0.268443,15.24,1.56476,-0.653071,-38.780972,-0.977357,-0.903859,8.836403,-4.514477,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,a1233920-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,140.07452,,,13.5193,,,,16.524676,-39.072594,4.418201,1.594557,-0.828369,-2.257238,-0.247382,-0.623242,-0.45193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2020/8/10,18:19.7,2020/8/10,18:19.7,3,4,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,7,Bottom,1,1,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,142.39604,-2.894426,-1.270079,2056.811127,208.744154,1:00,1.624177,0.181036,1.918029,-39.151,50.3851,26.0271,0.418835,0.084529,130.08793,-5.858853,0.583088,0.42732,133.3458,40.310203,-29.193323,4899.609376,27.539228,22.564911,-19.123739,82.846787,,-39.92341,4.577077,-14.4876,29.2069,-0.154032,15.24,1.556923,0.74516,-39.149139,-2.098759,-2.897173,8.293053,-3.965981,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,aaf17250-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,141.95438,24.906341,,12.30811,,,,16.52172,-39.419714,4.146527,1.623288,-1.969363,-1.98299,-0.179886,0.839685,-1.448587,0.295216,0.380876,-0.079593,146.479909,0.294974,24.664118,-6.141444,1.75154,-0.389372,0.074158,-0.011859,0.001287,-6.30E-05,0.38116,23.955391,-6.644336,0.457133,-0.035735,-0.001414,-0.000293,0.000278,-2.70E-05,-0.079593,-13.776792,0.657087,-0.027364,-0.008148,-0.000845,0.001089,-0.000186,1.00E-05,,,,,,,,,,,,,,,,,,,,,,
474,2020/8/10,18:57.2,2020/8/10,18:57.2,4,1,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,7,Bottom,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,139.93992,-2.309481,-0.608887,2036.611436,195.612629,12:30,1.678152,0.102232,1.93285,-40.6348,52.1954,13.7063,0.623364,0.068432,127.2814,-5.401879,0.368018,0.43511,,,,,,,,,,,,-7.5733,29.8313,-0.089462,15.24,1.624575,0.344348,-38.47683,-1.668775,-1.456703,8.319794,-4.068657,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,c1469c10-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,139.41293,,,12.65852,,,,16.506297,-38.749673,4.159897,1.677114,-1.535346,-2.034328,-0.101538,0.39212,-0.728352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2020/8/10,19:12.0,2020/8/10,19:12.0,4,2,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,7,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,137.9106,-1.080225,-2.533409,2000.218007,200.732181,12:45,1.645384,0.0878,1.838341,-46.0899,50.4546,17.8916,0.879251,-0.448817,125.55084,-4.551541,-1.267608,0.44373,,,,,,,,,,,,-11.0267,27.6736,-0.028585,15.24,1.616623,1.59008,-37.897055,-0.862743,-2.063898,7.852868,-4.626927,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,ca136ad0-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,136.7049,,,12.35975,,,,16.600805,-38.177994,3.926434,1.644527,-0.697213,-2.313464,-0.086792,1.663916,-1.031949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2020/8/10,19:29.9,2020/8/10,19:29.9,4,3,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,7,Bottom,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,123.18334,-0.440784,-0.305895,2346.959331,78.792531,8:45,1.646471,0.084062,1.723639,-127.9724,-4.37,-43.5828,0.241447,-0.438719,112.48938,-9.65414,-3.380292,0.502074,,,,,,,,,,,,21.978,-0.6954,-0.072751,15.24,1.625366,0.37459,-33.862413,-0.749607,3.247903,6.896159,-9.909412,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,d4c43bd0-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,120.81873,,,10.69395,,,,16.71649,-34.16178,3.44808,1.64857,-0.319432,-4.954706,-0.085952,0.233596,1.623951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2020/8/10,19:50.0,2020/8/10,19:50.0,4,4,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,7,Bottom,2,2,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,122.60397,0.971875,1.38532,2380.718399,69.806584,8:15,1.638742,0.116426,1.744396,-135.1592,-11.697,-42.6225,0.563167,0.083562,112.43906,-8.770117,-1.623062,0.50179,,,,,,,,,,,,22.7011,-5.451,-0.148492,15.24,1.653494,-0.626358,-33.726635,0.054744,3.358655,6.330109,-10.613128,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,e0cb26f0-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,120.88733,,,10.16491,,,,16.696091,-33.998828,3.165054,1.641329,0.511106,-5.306564,-0.118453,-0.770779,1.679327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2020/8/10,20:09.1,2020/8/10,20:09.1,4,5,"Shuta, Saijo",1000073598,Right,MEI_MEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,7,Bottom,2,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,141.70439,-2.89905,-0.881791,2142.39509,199.732648,12:45,1.640182,0.087747,1.862248,-41.5193,49.8455,16.7698,0.407133,0.006903,129.03766,-6.030391,0.308339,0.431662,,,,,,,,,,,,-9.3173,28.8294,-0.068156,15.24,1.569697,0.517566,-38.93339,-2.103845,-1.8365,8.455182,-4.124168,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,ec2927e0-dad9-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Shota, Shinohara",1000073555,Right,MEI_MEI,140.52651,,,12.66674,,,,16.577113,-39.222696,4.227591,1.639269,-1.962731,-2.062084,-0.08694,0.580404,-0.91825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.40953,2.046392,0.850176,1.196216,0.152623,0.377481,-0.008455,0.119239,1.424493,0.74317,38.525003,1.038505,-0.141311,0.165628,35.201664,-2.612944,1.428237,3.789706,-3.439383,0.714397,-2.195568,1.233046
479,2020/8/10,22:11.4,2020/8/10,22:11.4,1,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Kota, Fuje",1000073640,Right,MEI_MEI,Undefined,8,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,124.88123,2.225117,-0.928934,2831.881373,303.637154,4:00,1.62353,-0.43561,1.473386,-145.7835,-23.1787,40.524,0.808326,-0.298506,114.71725,-8.09553,1.882416,0.500044,,,,,,,,,,,,-20.5214,-11.7202,0.459271,15.24,1.675603,0.352228,-34.313055,0.682344,-3.160135,6.23034,-11.611477,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,3507c9d0-dada-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,121.30931,,,10.16398,,,,16.967444,-34.625293,3.11517,1.626825,1.264261,-5.805739,0.43765,0.510601,-1.580067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2020/8/10,22:21.8,2020/8/10,22:21.8,1,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Kota, Fuje",1000073640,Left,MEI_MEI,Undefined,8,Top,0,0,1,Sinker,ChangeUp,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,139.75868,-1.706983,2.425662,1710.557602,131.191072,10:15,1.664852,-0.384815,1.726257,-56.8204,37.7639,-39.8344,0.610926,-0.093347,128.416,-5.878644,-0.376192,0.439202,83.36759,39.730366,-116.000261,2686.001767,,,,39.111897,,-127.157505,2.707994,21.9098,21.2207,0.325404,15.24,1.616544,-1.427706,-38.421939,-1.366695,4.25053,7.463494,-5.689818,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,3b3b7720-dada-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,138.11415,9.687298,,11.34269,,,,16.713785,-38.707164,3.731747,1.664619,-1.149253,-2.844909,0.383069,-1.590144,2.125265,0.094619,0.554914,0.103916,47.845077,0.094621,-7.807391,-0.407794,0.038521,-0.007758,-0.000124,0.00033,-4.70E-05,2.00E-06,0.55493,14.801061,-6.502569,0.474452,-0.067039,0.00461,0.003283,-0.000864,6.50E-05,0.103914,-16.007069,1.793798,-0.138611,0.039769,-0.002466,-0.000215,-6.20E-05,1.40E-05,,,,,,,,,,,,,,,,,,,,,,
481,2020/8/10,22:40.4,2020/8/10,22:40.4,1,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Kota, Fuje",1000073640,Left,MEI_MEI,Undefined,8,Top,0,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,129.49012,1.513024,1.966783,2857.269974,299.531978,4:00,1.658546,-0.373223,1.583847,-135.5162,-22.2671,45.6692,0.737519,0.647561,118.61344,-8.135319,5.150326,0.480587,,,,,,,,,,,,-21.2246,-11.083,0.313383,15.24,1.689024,-1.450372,-35.570968,0.342488,-3.486703,7.154201,-11.627324,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,46493530-dada-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,126.22059,,,10.87669,,,,16.856746,-35.894663,3.5771,1.661627,0.868571,-5.813662,0.375436,-1.292614,-1.743352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2020/8/10,22:53.9,2020/8/10,22:53.9,1,4,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Kota, Fuje",1000073640,Left,MEI_MEI,Undefined,8,Top,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,127.15312,0.967844,1.260232,2942.885662,303.592958,4:00,1.643613,-0.390408,1.589776,-139.0687,-21.6248,38.3412,0.530397,0.354235,116.39747,-8.939278,3.939289,0.489407,,,,,,,,,,,,-18.1441,-10.3484,0.351366,15.24,1.658319,-0.956388,-34.940435,-0.008856,-2.870762,7.009855,-11.44397,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20200810-JinguStadium-2,4e55c130-dada-11ea-b2f9-c9bbca5d2268,e6a1fa76-8fc0-40e4-9e95-fc2e5084e7b8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,123.946,,,10.75565,,,,16.850676,-35.262093,3.504928,1.646678,0.516268,-5.721985,0.392229,-0.824658,-1.435381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
