PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,TaggedPitchType,PitchCall,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,Distance,Bearing,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,CatchPositionX,CatchPositionY,CatchPositionZ,BasePositionX,BasePositionY,BasePositionZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2021/4/11,1,4,"Tatsuya, Hashimoto",Right,KEI_KEI,"Shuta, Miyazaki",Left,HOS_HOS,9,Top,Splitter,Splitter,,130.14,-1.26,-1.37,1053.89,219.20,1:15,1.87,0.49,1.81,-85.50,25.12,17.03,0.66,0.27,117.02,-7.55,-0.16,0.47,116.05051,61.937838,-6.176815,4802.716201,,,-9.957,15.1914,-0.454052,15.24,1.832481,0.773976,-35.718304,-1.09273,-1.622695,8.219477,-7.330912,127.7,33.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,2021/4/11,2,1,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kakeru, Morohashi",Left,HOS_HOS,9,Top,Curveball,Curveball,,119.79,1.26,-0.10,2865.49,33.99,7:15,1.84,0.48,1.82,-172.73,-42.82,-32.00,0.47,0.13,109.04,-11.19,-2.38,0.51,,,,,,,16.2643,-21.512,-0.471827,15.24,1.858073,0.197452,-32.944653,0.082189,2.257302,6.93745,-12.792266,117.9,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,2021/4/11,2,2,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kakeru, Morohashi",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,143.88,-2.59,-1.51,2214.80,198.92,12:45,1.87,0.45,1.87,-28.55,60.10,19.56,0.86,0.22,130.53,-4.81,-0.12,0.43,,,,,,,-11.0803,33.669,-0.420033,15.24,1.809701,0.941027,-39.515895,-1.850229,-2.248043,8.771672,-2.975669,142.7,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,2021/4/11,2,3,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kakeru, Morohashi",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,143.71,-2.65,-2.21,2116.32,191.56,12:30,1.86,0.48,1.92,-33.11,55.57,10.73,0.78,-0.03,130.11,-5.20,-1.45,0.43,134.74076,2.801492,10.398835,756.327789,18.230648,10.83373,-7.3387,31.927,-0.432282,15.24,1.795659,1.474893,-39.464913,-1.913957,-1.478423,9.091507,-3.374788,142.6,0.9,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,2021/4/11,3,1,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kiri, Takata",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,146.23,-3.11,-1.88,2162.60,204.81,12:45,1.84,0.48,1.91,-27.34,58.40,25.59,0.69,0.21,132.38,-5.25,-0.06,0.42,,,,,,,-14.6162,33.4854,-0.437366,15.24,1.769809,1.184267,-40.143783,-2.245367,-3.0508,9.300595,-2.81732,145.1,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2021/4/11,3,2,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kiri, Takata",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,146.40,-2.27,-1.94,2271.49,189.03,12:15,1.86,0.47,1.86,-28.52,57.09,8.61,0.93,0.01,133.09,-4.48,-1.33,0.42,,,,,,,-5.8279,31.841,-0.421881,15.24,1.803536,1.314914,-40.216969,-1.668856,-1.227371,8.914567,-3.10087,145.2,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,2021/4/11,3,3,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kiri, Takata",Left,HOS_HOS,9,Top,Splitter,ChangeUp,,130.92,0.51,-0.57,1306.51,274.92,3:15,1.86,0.49,1.79,-108.48,1.71,30.96,0.92,0.64,116.96,-7.43,1.62,0.47,,,,,,,-16.0731,1.9697,-0.478897,15.24,1.865975,0.202343,-35.916343,-0.113475,-2.632924,8.676164,-9.483993,128.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,2021/4/11,3,4,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kiri, Takata",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,146.68,-3.97,-1.70,2239.53,204.37,12:45,1.83,0.49,1.96,-24.40,60.39,25.98,0.47,0.27,132.86,-5.90,0.15,0.42,,,,,,,-14.8343,35.4606,-0.45383,15.24,1.745254,1.065925,-40.249342,-2.842451,-3.111686,9.373534,-2.368316,145.9,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,2021/4/11,3,5,"Tatsuya, Hashimoto",Right,KEI_KEI,"Kiri, Takata",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,146.32,-1.89,-1.06,2169.34,204.91,12:45,1.86,0.48,1.98,-27.00,57.44,25.35,1.06,0.44,132.80,-4.01,0.75,0.41,158.43998,11.823029,-1.189603,754.840174,77.922921,-4.405448,-14.08,32.3567,-0.461381,15.24,1.814775,0.626618,-40.254151,-1.389026,-2.961384,9.182752,-3.00122,146.2,5.6,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2021/4/11,4,1,"Tatsuya, Hashimoto",Right,KEI_KEI,"Ryo, Ohmoto",Left,HOS_HOS,9,Top,Splitter,ChangeUp,,129.77,-2.95,-2.43,1213.55,226.88,1:30,1.88,0.47,1.79,-79.43,30.41,28.57,0.25,0.07,118.99,-8.74,-0.41,0.47,,,,,,,-16.4991,18.8299,-0.412668,15.24,1.800396,1.381351,-35.626675,-2.125213,-2.727968,6.969129,-6.693306,128.2,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,2021/4/11,4,2,"Tatsuya, Hashimoto",Right,KEI_KEI,"Ryo, Ohmoto",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,143.74,-3.06,-1.36,2132.83,193.84,12:30,1.87,0.48,1.85,-28.09,60.58,14.20,0.73,0.24,131.07,-5.23,-0.36,0.43,,,,,,,-8.2573,34.2241,-0.450017,15.24,1.795928,0.867684,-39.486737,-2.179612,-1.680559,8.404468,-2.841203,142.6,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,2021/4/11,4,3,"Tatsuya, Hashimoto",Right,KEI_KEI,"Ryo, Ohmoto",Left,HOS_HOS,9,Top,Fastball,Four-Seam,,144.96,-2.62,-1.87,2172.85,215.25,1:15,1.85,0.49,1.89,-39.24,47.03,31.33,0.72,0.27,132.96,-5.57,0.35,0.42,143.09551,-13.677174,-10.921879,,2.282336,-16.138995,-17.5203,26.9982,-0.446237,15.24,1.790222,1.149854,-39.86465,-1.949171,-3.652222,8.181112,-4.178703,144.6,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,2021-04-11,1,1,"Kei, Nishiyama",Right,TOK,"Moeto, Suzuki",Left,WAS_EDA,1,Top,Fastball,Four-Seam,BallCalled,135,0,-2,2073,184,12:15,1.74,0.77,1.95,-52.1,47.0,3.4,1.20,0.34,122.76,-3.99,-1.42,0.45,,,,,,,-3.0085,25.4587,-0.730157,15.24,1.732863,1.060739,-37.235092,-0.185496,-0.541079,7.898109,-5.227888,135.0,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,2021-04-11,1,2,"Kei, Nishiyama",Right,TOK,"Moeto, Suzuki",Left,WAS_EDA,1,Top,Fastball,Four-Seam,StrikeCalled,136,-2,-2,2066,188,12:15,1.74,0.74,1.98,-54.1,42.7,5.8,0.64,0.13,124.71,-6.06,-1.97,0.44,,,,,,,-4.7617,24.7748,-0.689472,15.24,1.694476,1.536994,-37.506866,-1.482101,-0.873869,7.622746,-5.259948,136.5,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,2021-04-11,1,3,"Kei, Nishiyama",Right,TOK,"Moeto, Suzuki",Left,WAS_EDA,1,Top,Slider,Slider,BallCalled,128,2,0,2331,94,9:15,1.70,0.86,1.71,-108.9,5.4,-23.8,1.29,0.48,116.61,-5.49,-2.15,0.48,,,,,,,11.6171,2.2083,-0.841945,15.24,1.756423,0.406494,-35.07192,1.030736,1.867086,6.569605,-9.451735,125.6,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,2021-04-11,1,4,"Kei, Nishiyama",Right,TOK,"Moeto, Suzuki",Left,WAS_EDA,1,Top,Fastball,Cutter,InPlay,136,-1,-2,2123,186,12:15,1.72,0.76,1.93,-58.5,39.3,3.7,0.82,0.25,124.50,-5.50,-1.68,0.45,144.46615,-26.936717,32.742717,,2.064541,19.84004,-3.338,22.2485,-0.713487,15.24,1.695529,1.253129,-37.401102,-0.939969,-0.610585,7.417094,-5.737011,135.8,0.9,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,2021-04-11,2,1,"Kei, Nishiyama",Right,TOK,"Takuya, Nakagawa",Left,WAS_EDA,1,Top,Slider,Slider,StrikeCalled,123,1,-2,2440,79,8:30,1.69,0.82,1.71,-124.6,-1.4,-26.4,0.71,0.03,112.79,-8.04,-3.68,0.50,,,,,,,11.9662,-0.1483,-0.769061,15.24,1.70574,1.199482,-33.837371,0.072621,1.781572,6.387272,-9.828731,121.0,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,2021-04-11,2,2,"Kei, Nishiyama",Right,TOK,"Takuya, Nakagawa",Left,WAS_EDA,1,Top,Fastball,Cutter,StrikeCalled,139,-1,-1,2143,178,12:00,1.74,0.75,1.92,-56.3,37.8,-1.4,0.84,0.41,126.79,-5.41,-1.27,0.44,,,,,,,-0.1558,21.4214,-0.72411,15.24,1.708943,0.791348,-38.196869,-0.996532,-0.029652,7.920597,-5.730233,138.5,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,2021-04-11,2,3,"Kei, Nishiyama",Right,TOK,"Takuya, Nakagawa",Left,WAS_EDA,1,Top,Slider,Slider,BallCalled,127,-2,-1,1497,117,10:00,1.74,0.71,1.79,-106.2,11.6,-13.7,0.08,0.23,114.02,-9.85,-2.16,0.49,,,,,,,5.96,9.1117,-0.677735,15.24,1.683232,0.782652,-34.727296,-1.677041,0.912922,8.099121,-8.410961,123.7,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2021-04-11,2,4,"Kei, Nishiyama",Right,TOK,"Takuya, Nakagawa",Left,WAS_EDA,1,Top,Fastball,Cutter,FoulBall,139,-1,-2,2165,185,12:15,1.71,0.76,1.96,-52.0,41.2,3.7,0.84,0.26,126.86,-5.17,-1.64,0.44,155.81551,19.51208,-30.998804,3613.142546,92.880418,-44.932538,-3.3251,23.3959,-0.71636,15.24,1.684661,1.253391,-38.320908,-1.010013,-0.634959,8.190312,-5.339045,139.1,12.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,2021-04-11,2,5,"Kei, Nishiyama",Right,TOK,"Takuya, Nakagawa",Left,WAS_EDA,1,Top,Cutter,Slider,FoulBall,136,0,-2,2126,173,11:45,1.73,0.75,1.84,-70.6,28.8,-3.1,1.09,0.24,123.28,-5.00,-1.91,0.45,118.50983,42.849141,-110.747501,4801.98845,55.875265,-128.341542,0.1989,15.6583,-0.709255,15.24,1.730618,1.123827,-37.494938,-0.10801,0.036081,8.383355,-6.966614,134.7,17.5,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,2021-04-11,2,6,"Kei, Nishiyama",Right,TOK,"Takuya, Nakagawa",Left,WAS_EDA,1,Top,Cutter,Slider,InPlay,132,-1,-3,2380,150,11:00,1.70,0.81,1.74,-90.9,15.1,-6.8,0.54,-0.10,121.47,-7.43,-3.41,0.46,128.73681,45.34357,20.952996,4578.073188,,,1.3724,9.2438,-0.731255,15.24,1.667917,1.89648,-36.365641,-0.90161,0.236907,7.130217,-8.21101,130.5,30.0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,2021-04-11,3,1,"Kei, Nishiyama",Right,TOK,"Takuya, Hiruma",Left,WAS_EDA,1,Top,Cutter,Slider,BallCalled,130,2,-2,2349,78,8:30,1.71,0.78,1.67,-113.0,-1.6,-24.6,1.28,0.04,118.50,-5.69,-3.45,0.48,,,,,,,11.0796,-1.357,-0.729593,15.24,1.76281,1.193049,-35.59587,1.053579,1.834111,6.773893,-10.031291,127.3,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2021-04-11,3,2,"Kei, Nishiyama",Right,TOK,"Takuya, Hiruma",Left,WAS_EDA,1,Top,Fastball,Slider,InPlay,137,0,-3,2243,176,11:45,1.73,0.74,1.81,-70.2,28.3,-1.9,1.09,-0.22,125.04,-4.94,-3.45,0.45,106.869,26.208946,21.143547,2789.207658,51.916248,11.952305,-1.3362,15.278,-0.657602,15.24,1.734014,2.179183,-37.526363,-0.123223,-0.24628,7.404865,-6.990769,135.4,8.1,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2021-04-11,4,1,"Kei, Nishiyama",Right,TOK,"Hisashige, Iwamoto",Right,WAS_EDA,1,Top,Cutter,Slider,StrikeCalled,128,0,-2,2443,97,9:15,1.71,0.80,1.79,-105.9,6.4,-24.9,0.75,0.04,117.82,-7.32,-3.56,0.48,,,,,,,11.498,4.1148,-0.751481,15.24,1.713695,1.220106,-35.172172,-0.193044,1.864199,6.420701,-9.139506,126.8,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,2021-04-11,4,2,"Kei, Nishiyama",Right,TOK,"Hisashige, Iwamoto",Right,WAS_EDA,1,Top,Fastball,Cutter,FoulBall,135,0,-3,2214,182,12:00,1.75,0.75,1.94,-53.1,46.2,1.5,1.10,-0.08,123.25,-4.38,-2.89,0.45,108.57396,35.711492,152.340656,4129.125342,55.135457,165.05473,-2.9515,25.3218,-0.683897,15.24,1.734129,1.937866,-37.119079,-0.418542,-0.530794,7.430606,-5.252806,134.8,11.9,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,2021-04-11,4,3,"Kei, Nishiyama",Right,TOK,"Hisashige, Iwamoto",Right,WAS_EDA,1,Top,Slider,Slider,BallCalled,125,1,-4,2495,90,9:00,1.66,0.75,1.71,-116.7,4.0,-17.4,0.66,-0.55,114.17,-7.82,-5.17,0.50,,,,,,,5.8627,2.8106,-0.645046,15.24,1.670909,2.437359,-34.161479,-0.100438,0.89075,6.439829,-9.379622,122.3,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,2021-04-11,4,4,"Kei, Nishiyama",Right,TOK,"Hisashige, Iwamoto",Right,WAS_EDA,1,Top,Fastball,Cutter,BallCalled,137,1,-2,2188,186,12:15,1.76,0.74,1.94,-50.8,45.4,4.6,1.48,0.09,124.98,-3.02,-2.17,0.44,,,,,,,-4.1537,23.9715,-0.687622,15.24,1.773726,1.622941,-37.684974,0.37301,-0.771183,7.547213,-5.356104,136.9,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,2021-04-11,4,5,"Kei, Nishiyama",Right,TOK,"Hisashige, Iwamoto",Right,WAS_EDA,1,Top,Fastball,Cutter,BallCalled,137,-2,-1,2196,194,12:30,1.73,0.75,2.00,-48.2,47.6,11.4,0.78,0.68,125.20,-5.30,0.17,0.44,,,,,,,-6.3587,27.0101,-0.734047,15.24,1.691753,0.372668,-37.649244,-1.235449,-1.179198,7.480918,-4.79775,137.3,,11.6,-1.124862,0.631676,-0.685952,38.524678,0.875317,1.188674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,2021-04-11,4,6,"Kei, Nishiyama",Right,TOK,"Hisashige, Iwamoto",Right,WAS_EDA,1,Top,Fastball,Four-Seam,BallCalled,139,-3,-3,2148,202,12:45,1.73,0.71,2.05,-42.6,48.5,18.7,0.44,0.18,128.95,-6.30,-1.22,0.43,,,,,,,-11.506,28.4547,-0.661255,15.24,1.667142,1.634728,-38.298346,-2.195932,-2.234433,6.869333,-4.280825,140.7,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,2021-04-11,5,1,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Fastball,Cutter,FoulBall,135,-1,-4,2229,185,12:15,1.73,0.70,1.93,-55.3,44.0,3.9,0.79,-0.24,123.72,-5.48,-3.24,0.45,,,,,,,-4.4737,24.8295,-0.625408,15.24,1.691952,2.259013,-37.094103,-1.05523,-0.805819,7.22089,-5.334222,134.8,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,2021-04-11,5,2,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Slider,Curveball,BallCalled,120,2,0,2533,78,8:30,1.67,0.87,1.71,-128.8,0.3,-17.8,0.98,0.69,109.97,-7.22,-1.26,0.51,,,,,,,8.9431,-0.0224,-0.865151,15.24,1.717349,0.083689,-33.008561,0.716207,1.271961,5.870693,-9.809834,118.2,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,2021-04-11,5,3,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Cutter,Slider,BallCalled,128,3,-1,2436,91,9:00,1.71,0.78,1.72,-109.3,3.6,-22.3,1.53,0.29,117.56,-4.70,-2.49,0.48,,,,,,,10.6117,0.8127,-0.753119,15.24,1.782602,0.673586,-35.163322,1.529496,1.727733,6.128118,-9.674334,126.4,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2021-04-11,5,4,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Fastball,Cutter,StrikeSwinging,136,0,-3,2213,191,12:15,1.72,0.73,1.95,-52.4,45.5,7.9,1.24,-0.06,124.04,-3.80,-2.51,0.45,,,,,,,-6.254,24.522,-0.659805,15.24,1.723584,1.968027,-37.350016,-0.069768,-1.14088,7.394461,-5.333233,135.8,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,2021-04-11,5,5,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Fastball,Cutter,FoulBall,137,-2,-4,2289,180,12:00,1.71,0.69,1.91,-52.9,43.8,0.2,0.54,-0.33,125.86,-6.22,-3.59,0.44,,,,,,,-2.6115,25.272,-0.605225,15.24,1.654749,2.372437,-37.630041,-1.678226,-0.484745,7.336645,-5.115731,136.6,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,2021-04-11,5,6,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Cutter,Slider,BallCalled,126,3,1,2544,134,10:30,1.69,0.84,1.65,-104.4,11.9,-9.0,1.44,0.98,116.24,-4.74,0.18,0.49,,,,,,,5.0279,5.2654,-0.863304,15.24,1.755398,-0.44973,-34.746022,1.279204,0.800539,5.890227,-8.968299,124.5,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,2021-04-11,5,7,"Kei, Nishiyama",Right,TOK,"Masashi, Maruyama",Left,WAS_EDA,1,Top,Fastball,Cutter,BallCalled,137,-2,-4,2283,185,12:15,1.73,0.71,1.87,-47.6,49.9,4.5,0.64,-0.40,125.35,-5.73,-3.78,0.45,,,,,,,-5.2125,28.303,-0.611081,15.24,1.676779,2.66909,-37.589687,-1.57577,-0.962848,7.510862,-4.578594,136.0,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,2021-04-11,6,1,"Kei, Nishiyama",Right,TOK,"Kenta, Nomura",Right,WAS_EDA,1,Top,Slider,Curveball,StrikeCalled,123,2,-1,2524,76,8:30,1.70,0.75,1.74,-123.8,-1.7,-22.2,1.01,0.16,112.88,-7.03,-2.88,0.50,,,,,,,10.2575,-1.0198,-0.716982,15.24,1.744735,0.880854,-33.881806,0.66879,1.535993,6.226946,-9.959363,121.6,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,2021-04-11,6,2,"Kei, Nishiyama",Right,TOK,"Kenta, Nomura",Right,WAS_EDA,1,Top,Slider,Curveball,InPlay,123,2,-2,2475,74,8:30,1.70,0.79,1.71,-123.8,-0.7,-16.5,0.91,0.01,112.57,-7.39,-3.32,0.50,135.85654,28.022144,13.530648,3983.126677,82.886356,25.100783,6.7294,-0.3894,-0.730189,15.24,1.735399,1.35366,-33.84716,0.443518,1.001743,6.432329,-9.864615,121.1,16.9,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2021-04-11,1,1,"Masaya, Nishigaki",Right,WAS_EDA,"Reo, Akutsu",Left,TOK,1,Bottom,Fastball,Sinker,BallCalled,148,1,-2,2360,233,1:45,1.81,0.74,1.78,-44.5,42.3,52.1,1.51,0.74,131.06,-2.85,1.83,0.42,,,,,,,-27.8161,21.9794,-0.701159,15.24,1.820102,1.010056,-40.46521,0.218905,-5.793357,10.88432,-5.228921,144.2,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,2021-04-11,1,2,"Masaya, Nishigaki",Right,WAS_EDA,"Reo, Akutsu",Left,TOK,1,Bottom,Slider,Slider,BallCalled,132,0,-3,2639,63,8:00,1.77,0.75,1.70,-108.6,-2.3,-11.1,0.56,-0.09,121.82,-8.22,-3.34,0.47,,,,,,,3.8139,0.0808,-0.682869,15.24,1.752104,1.681451,-36.369119,-0.723034,0.659517,7.028096,-9.792682,130.3,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
