PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,TaggedPitchType,PitchCall,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,Distance,Bearing,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,CatchPositionX,CatchPositionY,CatchPositionZ,BasePositionX,BasePositionY,BasePositionZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,2021-05-08,2,8,"Ginji, Miura",,Right,HOS_HOS,"Rikuto, Ueta",,Right,MEI_MEI,2,Top,1,2,2,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Double,0,0,,124.55896,1.778428,-0.27534,2701.106489,43.369345,7:30,1.614428,0.400176,1.745439,-152.7704,-31.3883,-33.8072,0.591745,-0.016059,112.7283,-9.236283,-2.662145,0.497544,135.03577,8.981998,-41.43583,2701.748387,,,,34.813385,,-44.411691,1.042573,17.0719,-16.4959,-0.390577,15.24,1.648286,0.315778,-34.222987,0.463171,2.557962,7.461368,-12.278302,"Daichi, Funyuu",1000073839,Right,HOS_HOS,121.91875,1.9164,,11.83066,,,,0.830419,0.610238,0.028885,76.714429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,2021-05-08,3,1,"Ginji, Miura",,Right,HOS_HOS,"Shota, Shinohara",,Right,MEI_MEI,2,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,131.50236,0.065902,-2.279554,2259.679786,158.220052,11:15,1.630423,0.369913,1.711445,-85.3104,21.7364,-7.3979,0.796082,-0.352872,120.96975,-6.122532,-2.79902,0.467242,,,,,,,,,,,,2.1977,11.9961,-0.309998,15.24,1.62557,1.474908,-36.155124,-0.29557,0.377341,6.641825,-7.746937,"Daichi, Funyuu",1000073839,Right,HOS_HOS,129.82577,,,10.53262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,2021-05-08,3,2,"Ginji, Miura",,Right,HOS_HOS,"Shota, Shinohara",,Right,MEI_MEI,2,Top,1,0,1,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,119.86437,-0.419567,-2.080151,1503.644739,217.990323,1:15,1.61098,0.329176,1.808746,-91.3631,36.83,25.4596,0.578627,-0.004694,109.62007,-7.127794,-0.279782,0.511313,139.92699,26.882316,-50.106137,2945.693593,20.030438,13.202854,-26.886862,90.754848,,-63.624445,3.703957,-14.7201,20.4313,-0.280358,15.24,1.594579,1.092335,-32.955562,-0.54295,-2.081211,5.997834,-6.917958,"Daichi, Funyuu",1000073839,Right,HOS_HOS,118.63572,15.106743,,10.2443,,,,1.12586,0.62253,0.023448,126.093248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,2021-05-08,3,3,"Ginji, Miura",,Right,HOS_HOS,"Shota, Shinohara",,Right,MEI_MEI,2,Top,1,0,2,Slider,Slider,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,131.58467,-1.314983,-2.976325,2262.177939,168.625217,11:30,1.619231,0.354168,1.686597,-78.9476,30.2305,-5.302,0.45454,-0.54758,119.32577,-7.073709,-3.347807,0.47187,104.42118,-18.696308,-18.639975,,,,,1.767071,,3.742152,0.050248,0.2933,17.4526,-0.27493,15.24,1.578193,1.901775,-36.082253,-1.134777,0.049286,7.730701,-6.873686,"Daichi, Funyuu",1000073839,Right,HOS_HOS,128.55235,0.566812,,12.2589,,,,0.45514,0.467202,0.556592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,2021-05-08,4,1,"Ginji, Miura",,Right,HOS_HOS,"Yuga, Horiuchi",,Left,MEI_MEI,2,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,146.33463,-2.813411,-1.825932,2477.061306,202.415575,12:45,1.632504,0.381237,1.808134,-25.78,61.5828,24.0361,0.578077,0.105082,131.34678,-4.851389,-0.127544,0.422103,,,,,,,,,,,,-13.7541,34.7387,-0.338373,15.24,1.56221,1.151347,-40.127318,-2.028614,-2.84476,9.943545,-2.621624,"Daichi, Funyuu",1000073839,Right,HOS_HOS,143.70912,,,14.98784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,2021-05-08,4,2,"Ginji, Miura",,Right,HOS_HOS,"Yuga, Horiuchi",,Left,MEI_MEI,2,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.42822,-3.312426,-1.45144,2484.330563,208.528095,1:00,1.639172,0.361095,1.917916,-33.5501,54.1266,27.7559,0.371987,0.230907,131.05296,-5.888686,0.524357,0.42286,,,,,,,,,,,,-15.5568,31.6088,-0.330099,15.24,1.562829,0.870439,-39.663889,-2.38882,-3.171721,9.037236,-3.362238,"Daichi, Funyuu",1000073839,Right,HOS_HOS,143.45175,,,13.37526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,2021-05-08,4,3,"Ginji, Miura",,Right,HOS_HOS,"Yuga, Horiuchi",,Left,MEI_MEI,2,Top,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,145.2102,-1.668241,-1.259694,2511.890031,206.236889,12:45,1.656153,0.35694,1.810489,-30.4826,57.43,26.7773,0.879399,0.268488,131.20614,-4.029426,0.633585,0.423429,,,,,,,,,,,,-14.3579,31.2926,-0.327876,15.24,1.61333,0.728915,-39.872341,-1.235643,-2.957194,9.157063,-3.361537,"Daichi, Funyuu",1000073839,Right,HOS_HOS,143.25906,,,14.00406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,2021-05-08,4,4,"Ginji, Miura",,Right,HOS_HOS,"Yuga, Horiuchi",,Left,MEI_MEI,2,Top,2,1,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,147.0016,-2.602888,-1.466852,2457.554059,203.496573,12:45,1.652326,0.344428,1.855661,-25.7697,59.9236,24.6868,0.659992,0.177623,132.41932,-4.635242,0.283178,0.41805,137.45585,33.155604,-21.710783,4799.246263,29.64607,18.488912,-15.659898,88.702993,,-37.134276,4.450257,-13.9496,33.9567,-0.311503,15.24,1.589481,0.907705,-40.359261,-1.894641,-2.926731,9.840524,-2.682265,"Daichi, Funyuu",1000073839,Right,HOS_HOS,145.10232,21.685657,,14.58228,,,,0.546676,0.629253,-0.16317,140.390059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,2021-05-08,1,1,"Yu, Takeda",,Right,MEI_MEI,"Katsuki, Gotoh",,Right,HOS_HOS,2,Bottom,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,144.37247,-2.032052,-3.077201,2211.279027,205.641892,12:45,1.781601,0.655575,1.87432,-37.0983,51.186,23.0913,0.837271,0.019032,130.74696,-4.864406,-1.441007,0.424323,,,,,,,,,,,,-14.3159,28.9298,-0.585583,15.24,1.732114,2.015934,-39.63126,-1.520171,-2.913473,9.035229,-3.919046,"Rikuto, Ueta",1000073554,Right,MEI_MEI,142.95722,,,13.62551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,2021-05-08,1,2,"Yu, Takeda",,Right,MEI_MEI,"Katsuki, Gotoh",,Right,HOS_HOS,2,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,146.03418,-1.588759,-4.358726,2089.647464,215.187951,1:15,1.764075,0.644916,1.854806,-47.2829,39.9115,25.8892,0.841853,-0.327588,131.50007,-5.144739,-2.530547,0.421695,,,,,,,,,,,,-16.7012,22.7117,-0.543714,15.24,1.723583,2.912271,-40.000799,-1.276714,-3.445674,9.585564,-5.120945,"Rikuto, Ueta",1000073554,Right,MEI_MEI,143.84788,,,14.53411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,2021-05-08,1,3,"Yu, Takeda",,Right,MEI_MEI,"Katsuki, Gotoh",,Right,HOS_HOS,2,Bottom,0,1,1,Cutter,Slider,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,,132.07242,-0.681973,-2.455519,2300.360076,142.177494,10:45,1.794668,0.713868,1.658233,-94.7523,11.9436,-6.8241,0.652324,-0.055603,121.98799,-7.487705,-2.933453,0.466475,162.48158,15.8586,-9.753088,1459.750841,33.115458,8.361878,-5.243335,99.190734,,-9.320488,3.329331,1.822,7.3681,-0.647067,15.24,1.76837,1.589966,-36.312923,-0.824486,0.315887,6.634974,-8.529224,"Rikuto, Ueta",1000073554,Right,MEI_MEI,130.0391,10.418072,,10.08443,,,,0.597895,0.6037,0.076279,191.403516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,2021-05-08,2,1,"Yu, Takeda",,Right,MEI_MEI,"Teruya, Nakahara",,Left,HOS_HOS,2,Bottom,1,0,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,133.63797,-1.171594,-2.864959,2334.305323,132.755933,10:30,1.791929,0.729756,1.631801,-97.4641,8.0842,-5.0669,0.481911,-0.140571,122.5526,-8.160824,-3.219199,0.46396,,,,,,,,,,,,0.4477,5.9711,-0.650724,15.24,1.751475,1.861327,-36.682623,-1.168619,0.078539,7.334216,-8.759143,"Rikuto, Ueta",1000073554,Right,MEI_MEI,130.74409,,,11.08536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,2021-05-08,2,2,"Yu, Takeda",,Right,MEI_MEI,"Teruya, Nakahara",,Left,HOS_HOS,2,Bottom,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,143.78349,-0.590259,-1.885597,2131.34722,227.841691,1:30,1.783301,0.690162,1.884267,-51.1626,37.9368,38.371,1.105449,0.542973,129.60324,-4.438915,0.839939,0.426277,,,,,,,,,,,,-21.0768,20.9723,-0.648825,15.24,1.766587,1.10231,-39.501253,-0.58343,-4.241071,9.337197,-5.586606,"Rikuto, Ueta",1000073554,Right,MEI_MEI,142.30175,,,14.18025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,2021-05-08,2,3,"Yu, Takeda",,Right,MEI_MEI,"Teruya, Nakahara",,Left,HOS_HOS,2,Bottom,1,1,1,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,132.56083,0.474706,-2.441609,2419.888347,55.958556,7:45,1.794392,0.694278,1.588153,-109.7462,-2.3708,-8.4268,0.833118,-0.090231,121.74118,-7.368383,-3.029265,0.467958,140.65285,-23.856009,18.574931,,,,,2.286796,,14.123192,0.058881,2.4978,-0.5927,-0.624658,15.24,1.797805,1.59521,-36.420228,-0.178973,0.433272,7.030242,-9.909465,"Rikuto, Ueta",1000073554,Right,MEI_MEI,129.62695,0.885679,,10.81965,,,,0.223327,0.930408,-0.112205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,2021-05-08,3,1,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,112.60787,1.967285,-1.304411,2389.948191,20.451026,6:45,1.839093,0.631995,1.731238,-197.7398,-48.615,-20.1469,0.421013,0.059847,102.58186,-12.202005,-2.728094,0.55148,,,,,,,,,,,,9.0501,-24.7586,-0.596972,15.24,1.874869,0.788163,-30.936277,0.343351,1.105182,6.217027,-12.830115,"Rikuto, Ueta",1000073554,Right,MEI_MEI,109.99496,,,10.02601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,2021-05-08,3,2,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,1,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,134.36325,-1.347877,-2.44468,2358.106984,166.395982,11:30,1.792578,0.716903,1.611734,-87.4978,16.5226,-3.2266,0.531402,-0.01548,123.74564,-7.626736,-2.670071,0.460589,,,,,,,,,,,,-0.0564,10.1562,-0.648707,15.24,1.747456,1.592113,-36.911187,-1.243165,-0.010079,7.022425,-7.991842,"Rikuto, Ueta",1000073554,Right,MEI_MEI,131.70083,,,10.61761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,2021-05-08,3,3,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.74143,0.166885,-1.499695,2356.679059,184.775779,12:15,1.788416,0.701496,1.655549,-94.0631,15.3533,0.9515,0.895437,0.282833,118.93614,-6.667177,-1.433018,0.472385,,,,,,,,,,,,-1.7051,8.8521,-0.661084,15.24,1.785285,0.941434,-36.144966,-0.282761,-0.286836,7.914594,-8.317537,"Rikuto, Ueta",1000073554,Right,MEI_MEI,128.41223,,,12.80529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,2021-05-08,3,4,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,146.05994,-1.725236,-4.369344,2129.766936,196.528609,12:30,1.774664,0.687976,1.851152,-36.4731,50.4748,14.0615,0.921797,-0.406095,131.907,-4.509142,-3.377401,0.421099,,,,,,,,,,,,-10.6096,28.1516,-0.58558,15.24,1.731462,2.983996,-40.016153,-1.318104,-2.197745,9.337835,-3.975111,"Rikuto, Ueta",1000073554,Right,MEI_MEI,144.05162,,,14.15295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,2021-05-08,3,5,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,2,2,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,134.65454,-0.207738,-2.845169,2422.10147,135.497613,10:30,1.798148,0.691501,1.657868,-94.2337,7.4701,-4.7007,0.796448,-0.168199,125.41286,-6.952681,-3.17414,0.455432,,,,,,,,,,,,0.6964,4.6639,-0.614345,15.24,1.78462,1.864349,-37.05382,-0.53562,0.127003,6.202062,-8.956037,"Rikuto, Ueta",1000073554,Right,MEI_MEI,133.19228,,,9.24168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,2021-05-08,3,6,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,145.53043,-2.474979,-3.306814,2227.593383,215.321477,1:15,1.778133,0.703403,1.838002,-44.3342,43.6621,28.6156,0.634601,0.055137,130.98726,-5.820374,-1.283543,0.42363,123.9117,-20.314249,-61.024897,,,,,1.910768,,-40.168818,0.048146,-17.4613,25.4546,-0.626426,15.24,1.716227,2.15867,-39.892688,-1.878571,-3.573752,9.734355,-4.596951,"Rikuto, Ueta",1000073554,Right,MEI_MEI,143.19098,0.444092,,14.54316,,,,0.707248,0.575325,0.127063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,2021-05-08,3,7,"Yu, Takeda",,Right,MEI_MEI,"Daichi, Funyuu",,Right,HOS_HOS,2,Bottom,2,2,2,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Error,0,0,,134.2024,-1.026618,-3.330582,2258.131373,163.900112,11:30,1.786426,0.729406,1.658857,-93.908,8.7656,-1.7284,0.553835,-0.239456,124.96886,-7.739029,-3.4515,0.457598,91.85266,-27.442399,-46.092423,,,,,1.33263,,-15.213917,0.036464,-1.1449,5.8067,-0.639443,15.24,1.750829,2.155802,-36.901793,-1.05861,-0.206699,6.282586,-8.758299,"Rikuto, Ueta",1000073554,Right,MEI_MEI,132.56178,0.542386,,9.23354,,,,0.71332,0.428766,0.245154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,2021-05-08,4,1,"Yu, Takeda",,Right,MEI_MEI,"Yuta, Kaizaki",,Left,HOS_HOS,2,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.19121,-0.77555,-1.926962,2177.741741,211.980105,1:00,1.799533,0.692234,1.865099,-45.3229,42.457,24.7422,1.127627,0.396456,131.44636,-4.17892,-0.172145,0.423109,,,,,,,,,,,,-14.0607,23.2832,-0.648694,15.24,1.778535,1.209002,-39.655539,-0.691327,-2.886934,8.45695,-5.026152,"Rikuto, Ueta",1000073554,Right,MEI_MEI,143.36728,,,12.74485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,2021-05-08,4,2,"Yu, Takeda",,Right,MEI_MEI,"Yuta, Kaizaki",,Left,HOS_HOS,2,Bottom,2,1,0,Splitter,ChangeUp,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,136.14315,-1.062033,-2.718026,1562.141409,228.41624,1:30,1.783409,0.718739,1.694759,-80.0916,20.4942,19.4816,0.679693,0.138987,124.731,-6.869826,-1.35067,0.452922,135.96809,-16.462326,41.580513,,,,,3.032145,,29.413615,0.073179,-11.8812,12.0308,-0.648799,15.24,1.749094,1.680475,-37.404381,-1.021892,-2.171994,7.471498,-7.607311,"Rikuto, Ueta",1000073554,Right,MEI_MEI,133.93048,0.944083,,11.41214,,,,0.658595,0.783242,-0.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,2021-05-08,1,1,"Ginji, Miura",,Right,HOS_HOS,"Rikuto, Yamada",,Right,MEI_MEI,3,Top,0,0,0,Curveball,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,118.31811,2.807663,-0.452463,2559.747141,40.247631,7:15,1.642594,0.364743,1.701036,-174.3181,-40.3563,-37.8793,0.699284,-0.142846,108.2904,-9.680358,-3.118242,0.522691,125.01246,-12.143108,-28.128407,,,,,4.090636,,-22.946319,0.107044,18.8974,-21.5254,-0.349793,15.24,1.702382,0.420388,-32.525289,0.927452,2.586954,6.15286,-12.753376,"Daichi, Funyuu",1000073839,Right,HOS_HOS,116.05327,0.462078,,10.02771,,,,0.562141,0.781924,0.118439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,2021-05-08,2,1,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.16337,-1.807795,-2.806751,2380.751855,179.186876,12:00,1.642793,0.327836,1.830252,-25.2173,66.232,-0.8953,0.879323,-0.474366,128.78875,-3.799533,-2.86998,0.431862,,,,,,,,,,,,-1.6893,36.1731,-0.260522,15.24,1.597671,1.917622,-39.020745,-1.280996,-0.333799,8.644327,-2.659137,"Daichi, Funyuu",1000073839,Right,HOS_HOS,140.46158,,,13.37462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,2021-05-08,2,2,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,140.96897,-2.935478,-1.7833,2386.397316,184.778454,12:15,1.650807,0.355257,1.748969,-26.1446,67.7206,5.3883,0.555096,-0.09715,127.90343,-4.982,-1.404083,0.437529,,,,,,,,,,,,-4.0894,37.6254,-0.310414,15.24,1.574414,1.176868,-38.684636,-2.045165,-0.794862,8.431624,-2.493263,"Daichi, Funyuu",1000073839,Right,HOS_HOS,138.6422,,,13.06554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,2021-05-08,2,3,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.29283,-1.471582,-1.461099,2102.829719,192.68248,12:30,1.639291,0.376141,1.708024,-80.701,26.5077,5.2421,0.413345,0.012747,121.19347,-7.317549,-1.092398,0.467595,,,,,,,,,,,,-3.6449,15.3866,-0.338455,15.24,1.594612,0.896549,-36.114333,-1.242857,-0.625279,6.536922,-7.167113,"Daichi, Funyuu",1000073839,Right,HOS_HOS,129.72771,,,10.09936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,2021-05-08,2,4,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,142.76596,-0.683021,-2.801808,2459.424443,199.599295,12:45,1.65097,0.313012,1.779616,-36.3944,55.9861,18.6729,1.093299,-0.294587,127.5619,-3.492489,-1.486257,0.434055,,,,,,,,,,,,-11.6346,29.7894,-0.244513,15.24,1.631278,1.809869,-39.116791,-0.564478,-2.282764,9.577097,-3.961833,"Daichi, Funyuu",1000073839,Right,HOS_HOS,139.7518,,,15.20406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,2021-05-08,2,5,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,143.99666,-1.608127,-2.919287,2433.63283,196.499711,12:30,1.634978,0.38258,1.766325,-31.1832,58.9078,16.5019,0.866511,-0.280769,130.02115,-4.017874,-1.757934,0.428643,,,,,,,,,,,,-10.4553,31.8419,-0.310396,15.24,1.592197,1.921552,-39.484437,-1.187954,-2.11239,8.954937,-3.373289,"Daichi, Funyuu",1000073839,Right,HOS_HOS,141.51649,,,13.97551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,2021-05-08,2,6,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,2,2,Curveball,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,,118.59978,2.852052,-0.457348,2423.120411,52.744333,7:45,1.613571,0.371946,1.626921,-164.225,-28.5589,-43.8563,0.787551,-0.197396,107.52937,-8.912449,-3.526925,0.526006,,,,,,,,,,,,21.8276,-15.7449,-0.35533,15.24,1.67769,0.453827,-32.552088,0.980469,2.969398,6.570831,-11.948563,"Daichi, Funyuu",1000073839,Right,HOS_HOS,115.32197,,,11.07041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,2021-05-08,2,7,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,2,2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,129.35011,-1.465631,-2.826092,2483.911398,133.630809,10:30,1.624481,0.378425,1.67671,-105.9723,6.4077,-2.8193,0.146342,-0.456071,118.53697,-9.074155,-3.023896,0.478739,,,,,,,,,,,,-0.7113,5.3302,-0.302883,15.24,1.576794,1.766015,-35.507492,-1.336904,-0.116449,7.120331,-8.934037,"Daichi, Funyuu",1000073839,Right,HOS_HOS,126.70774,,,10.81314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,2021-05-08,2,8,"Ginji, Miura",,Right,HOS_HOS,"Yu, Takeda",,Right,MEI_MEI,3,Top,1,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,143.73267,-1.193417,-2.30749,2256.257591,188.389967,12:15,1.662568,0.391421,1.841729,-27.6554,62.2382,8.6934,1.048916,-0.173161,129.16772,-3.375939,-1.692432,0.428173,112.60902,49.036686,107.619833,5805.280427,,,,55.055813,,147.423301,4.727388,-6.4023,34.0027,-0.337165,15.24,1.632462,1.546504,-39.46111,-0.886716,-1.281972,9.534195,-2.998031,"Daichi, Funyuu",1000073839,Right,HOS_HOS,141.67178,15.358661,,14.56495,,,,0.637651,0.992383,0.135801,315.797668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
