PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
159,2026/5/16,20:56.6,5,4,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Takahashi, Hiroto",1000422696,Right,WAS_EDA,Undefined,6,Bottom,2,0,0,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,,151.0721,-1.513628,-6.192003,2284.809582,215.300636,1:15,1.713796,0.672382,1.584624,-36.6446,46.6578,31.155,0.910771,-0.798151,137.92475,-4.234542,-4.039791,0.412177,,,,,,,,,,,,-19.9412,25.1912,-0.499928,15.24,1.667676,4.305231,-41.300043,-1.247387,-4.463648,8.742312,-4.16785,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,41217090-50d6-11f1-9189-39f1cca7bde1,147.1699,,,13.14735,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,20:56.6,2026-05-16T12:20:56.6496256+09:00,2026-05-16T03:20:56.6496256Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,640d7e20-c412-4644-814e-0240968d8f0c,16.855589,-41.640623,4.371156,1.713109,-1.085017,-2.083925,-0.671037,4.479124,-2.231824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
160,2026/5/16,22:00.6,5,5,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Takahashi, Hiroto",1000326145,Right,WAS_EDA,Undefined,6,Bottom,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,149.13539,-1.138996,-7.08654,2272.930816,231.224196,1:45,1.66784,0.707189,1.722848,-46.9213,37.1508,42.961,0.872309,-0.888027,136.38742,-4.598325,-4.10055,0.414077,,,,,,,,,,,,-26.3664,20.3633,-0.526586,15.24,1.634643,4.829306,-40.736054,-1.004125,-5.76002,8.24302,-5.358073,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,6749a8a0-50d6-11f1-9189-39f1cca7bde1,146.49463,,,12.74797,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,22:00.6,2026-05-16T12:22:00.5971456+09:00,2026-05-16T03:22:00.5971456Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,bc291325-b549-4c7e-af08-f38745287ccc,16.717021,-41.033843,4.12151,1.667422,-0.810557,-2.679037,-0.70481,5.037394,-2.88001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
161,2026/5/16,22:27.6,5,6,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Takahashi, Hiroto",1000326145,Right,WAS_EDA,Undefined,6,Bottom,2,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,147.17388,-1.509766,-4.880099,2262.468152,233.622116,1:45,1.654758,0.725386,1.756872,-50.6519,34.4819,43.3153,0.718297,-0.229186,135.22702,-5.237721,-1.841185,0.416683,,,,,,,,,,,,-25.1771,19.3294,-0.605161,15.24,1.612833,3.218468,-40.3738,-1.270445,-5.412271,7.95487,-5.651452,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,7759bff0-50d6-11f1-9189-39f1cca7bde1,145.5783,,,11.94686,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,22:27.5,2026-05-16T12:22:27.5587584+09:00,2026-05-16T03:22:27.5587584Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,b676d6d2-4c90-4850-8aed-6ef5a2cd96f1,16.683199,-40.65716,3.977435,1.654502,-1.069135,-2.825726,-0.72324,3.411258,-2.706135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
162,2026/5/16,22:50.4,6,1,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Ogata, Mikito",1000326145,Left,WAS_EDA,Undefined,6,Bottom,2,1,1,TwoSeamFastBall,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,135.19363,0.145036,-3.82514,821.961692,276.059215,3:15,1.617704,0.751252,1.74919,-101.1272,-0.5167,32.4213,0.647687,-0.011765,124.8488,-7.142711,-1.544878,0.452977,118.42486,-33.086415,-65.125712,,,,,1.520496,1.520496,-38.774522,0.038099,-19.1438,0.3996,-0.656605,15.24,1.613818,2.331867,-37.16378,-0.322018,-3.48473,6.783636,-9.733914,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,84fa36d0-50d6-11f1-9189-39f1cca7bde1,133.91403,0.686212,,10.34483,,,,0.742401,0.686212,0.00327,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,22:50.4,2026-05-16T12:22:50.4188416+09:00,2026-05-16T03:22:50.4188416Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,a4a22c9e-9672-4ae9-8e77-4d2047f29cd0,16.69153,-37.427795,3.391818,1.618979,0.05682,-4.866957,-0.749999,2.467491,-1.742365,,0.74219,11.627581,,,,,,,,0.686538,-18.011125,,,,,,,,0.003724,-25.078942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
163,2026/5/16,23:19.6,6,2,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Ogata, Mikito",1000326145,Left,WAS_EDA,Undefined,6,Bottom,2,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,148.00369,1.230757,-4.072405,2201.397997,235.135097,1:45,1.690253,0.728133,1.66184,-46.5416,39.8084,52.861,1.576958,0.092783,133.45563,-2.233971,-0.38027,0.419649,,,,,,,,,,,,-29.5517,19.9,-0.622911,15.24,1.719703,2.588864,-40.56131,0.688452,-6.306631,9.375276,-5.559796,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,9661eee0-50d6-11f1-9189-39f1cca7bde1,144.54947,,,14.54807,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,23:19.6,2026-05-16T12:23:19.6216832+09:00,2026-05-16T03:23:19.6216832Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,36c91b88-c065-4344-ae03-53967d324de4,16.777515,-40.915146,4.687638,1.68976,0.898286,-2.779898,-0.725109,2.826885,-3.153315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
164,2026/5/16,23:42.7,6,3,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Ogata, Mikito",1000326145,Left,WAS_EDA,Undefined,6,Bottom,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,149.32182,-0.544255,-6.20739,2189.204828,222.161643,1:30,1.676903,0.72256,1.683158,-38.8077,46.2038,39.156,1.132814,-0.661709,134.86221,-3.45924,-3.485219,0.416384,,,,,,,,,,,,-24.2974,24.5068,-0.560528,15.24,1.659369,4.216215,-40.798066,-0.532433,-5.256377,9.324195,-4.504975,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,a42975c0-50d6-11f1-9189-39f1cca7bde1,145.68298,,,14.4596,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,23:42.7,2026-05-16T12:23:42.7348992+09:00,2026-05-16T03:23:42.7348992Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,be5856ee-bd5c-407e-89dd-6603180a24f3,16.755994,-41.14308,4.662097,1.675986,-0.365739,-2.252487,-0.720135,4.410712,-2.628188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
165,2026/5/16,24:06.1,6,4,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Ogata, Mikito",1000326145,Left,WAS_EDA,Undefined,6,Bottom,2,3,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,128.31219,-0.217666,-3.967729,2233.907681,124.26334,10:15,1.582853,0.735566,1.671022,-103.9208,9.9256,-9.3597,0.481423,-0.491338,117.94304,-7.684301,-4.621691,0.481853,,,,,,,,,,,,1.9003,6.2405,-0.628584,15.24,1.568567,2.486172,-35.205755,-0.551522,0.307858,6.598763,-8.795669,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,b22775f0-50d6-11f1-9189-39f1cca7bde1,125.88907,,,10.36915,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,24:06.1,2026-05-16T12:24:06.1258752+09:00,2026-05-16T03:24:06.1258752Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,d474ae15-0196-4bb8-9ef1-d433815dd83f,16.768665,-35.491123,3.299382,1.584193,-0.171148,-4.397835,-0.735812,2.472858,0.153929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
166,2026/5/16,24:41.1,6,5,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Ogata, Mikito",1000326132,Left,WAS_EDA,Undefined,6,Bottom,2,3,2,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,150.20133,-1.278448,-3.567033,2251.968347,250.13678,2:15,1.635989,0.787179,1.689152,-58.1006,25.2174,61.8917,0.690039,0.388683,136.23344,-5.536963,0.7722,0.412215,,,,,,,,,,,,-33.8685,14.5464,-0.697894,15.24,1.597598,2.221322,-41.212258,-1.176231,-7.469465,9.592449,-6.598553,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,c6f403e0-50d6-11f1-9189-39f1cca7bde1,147.15608,,,13.9679,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,24:41.1,2026-05-16T12:24:41.1049472+09:00,2026-05-16T03:24:41.1049472Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,b6153cb7-3d64-40a4-a57a-e03c5b3dff84,16.750756,-41.56241,4.796225,1.636138,-0.935365,-3.299276,-0.783955,2.493978,-3.734732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
167,2026/5/16,25:01.7,1,1,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000326132,Left,MEI_MEI,Undefined,7,Top,2,3,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,148.91125,-0.383162,-4.649108,2208.766658,238.31605,2:00,1.639014,0.767499,1.70768,-50.6238,33.5654,49.9656,1.023392,-0.058588,135.61384,-4.117743,-1.152354,0.414365,124.02376,13.607204,-171.691446,1288.381535,-32.910945,2.590504,-6.402722,43.752183,19.617336,-168.117322,1.504003,-28.0245,18.0156,-0.649599,15.24,1.625073,3.031788,-40.825193,-0.481866,-6.11734,8.707862,-5.874107,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,d3390970-50d6-11f1-9189-39f1cca7bde1,146.39276,3.641636,,13.29741,,,,0.143218,0.99135,0.070038,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,25:01.7,2026-05-16T12:25:01.6958976+09:00,2026-05-16T03:25:01.6958976Z,LineDrive,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,75c26685-3327-4db3-8e28-6eabc6de891b,16.731366,-41.142066,4.353931,1.638719,-0.268111,-2.937053,-0.763974,3.254394,-3.05867,296.856822,0.143218,-33.132608,3.344906,-0.28344,0.057572,-0.001744,-0.001435,0.000573,-0.000107,0.99135,8.105095,-6.560617,0.615234,-0.113434,0.020872,-0.000373,-0.000845,0.000175,0.070038,-4.838585,-1.166816,0.325708,-0.070356,0.011589,0.001417,-0.001291,0.000246,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
168,2026/5/16,25:28.9,1,2,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000326132,Left,MEI_MEI,Undefined,7,Top,2,3,2,TwoSeamFastBall,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,135.91554,-0.279065,-3.168803,787.687477,284.932693,3:30,1.592234,0.79722,1.751089,-108.336,-8.2115,42.5066,0.429559,0.322134,124.85709,-8.083315,-0.172305,0.451882,117.096,36.638283,-42.582796,4645.103326,22.22225,16.685542,-25.10556,70.243111,48.679723,-55.157701,3.810901,-23.9645,-3.0976,-0.720084,15.24,1.577151,1.862998,-37.364463,-0.637696,-4.37392,7.41988,-10.37202,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,e3733e00-50d6-11f1-9189-39f1cca7bde1,134.23864,17.347329,,11.05845,,,,0.313088,0.397275,-0.312166,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,25:28.9,2026-05-16T12:25:28.8842752+09:00,2026-05-16T03:25:28.8842752Z,FlyBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,7079e8ee-5449-42a2-8365-72cf969f1527,16.689495,-37.651206,3.70994,1.59405,-0.236868,-5.18601,-0.795346,2.032029,-2.18696,127.917925,0.312624,19.231071,-3.726954,0.879901,-0.367886,0.167969,-0.057294,0.010585,-0.000753,0.396794,19.424331,-6.307726,0.656101,-0.249021,0.098953,-0.024126,0.002698,-8.40E-05,-0.312362,-17.652844,0.252377,0.330673,-0.267809,0.16423,-0.060649,0.012012,-0.000944,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
169,2026/5/16,26:02.5,1,3,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000326132,Left,MEI_MEI,Undefined,7,Top,2,3,2,TwoSeamFastBall,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,136.12532,2.7011,-1.623538,2616.073916,303.351865,4:00,1.606229,0.796779,1.707183,-119.1213,-17.7092,32.183,1.184475,0.656518,123.18687,-5.897013,0.637644,0.454778,,,,,,,,,,,,-17.4349,-9.8831,-0.756911,15.24,1.667616,0.893847,-37.367989,1.23854,-3.149735,8.13552,-11.592094,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,f780e8c0-50d6-11f1-9189-39f1cca7bde1,133.38374,,,12.93846,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,26:02.5,2026-05-16T12:26:02.5314304+09:00,2026-05-16T03:26:02.5314304Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,7dd257fb-7f42-454b-be06-b8f0f727dfcc,16.732646,-37.691558,4.06776,1.609188,1.699585,-5.796047,-0.794953,1.019119,-1.574867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
170,2026/5/16,26:30.0,1,4,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000326132,Left,MEI_MEI,Undefined,7,Top,2,0,2,TwoSeamFastBall,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,136.2497,0.474449,-2.18031,883.120649,266.265895,3:00,1.607207,0.79351,1.799662,-94.4415,5.9736,36.2659,0.797128,0.538998,122.99884,-6.42899,0.383553,0.452537,,,,,,,,,,,,-20.1731,3.8541,-0.742494,15.24,1.612507,1.243455,-37.415715,-0.07258,-3.636375,8.480637,-9.111909,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,07e5afc0-50d7-11f1-9189-39f1cca7bde1,134.04422,,,13.25087,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,26:30.0,2026-05-16T12:26:29.9980000+09:00,2026-05-16T03:26:29.9980000Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,d8517b21-b513-4586-aabc-4e227c4b8726,16.639334,-37.731555,4.240318,1.608891,0.26677,-4.555954,-0.791325,1.378882,-1.818188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.94866,,,1.451123,,,,-0.668772,1.669682,-1.011501,24.345369,0.484011,13.687634,-0.650884,19.333033,-1.493867,1.682194,5.543833,-4.42502,-1.007581,10.75085,-0.439108,High,High,High,,,High,Medium,Medium
171,2026/5/16,28:36.3,1,5,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Tanoue, Kai",1000338425,Left,MEI_MEI,Undefined,7,Top,2,0,2,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,145.76804,-1.212146,-3.394953,2512.299881,215.12863,1:15,1.645146,0.713871,1.938298,-36.3934,47.9696,32.0194,0.940545,0.080631,134.19544,-3.967541,-1.117911,0.414792,,,,,,,,,,,,-18.7863,26.5083,-0.640557,15.24,1.616184,2.224015,-40.101935,-0.960687,-3.989828,7.735408,-4.176816,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,532a7c40-50d7-11f1-9189-39f1cca7bde1,146.24186,,,11.5726,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,28:36.3,2026-05-16T12:28:36.3251712+09:00,2026-05-16T03:28:36.3251712Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,fdfa2aa1-5626-4abf-acac-f727e2d0730b,16.50161,-40.344557,3.867704,1.644262,-0.829681,-2.088408,-0.712276,2.349157,-1.994914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
172,2026/5/16,28:47.2,1,6,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Tanoue, Kai",1000338425,Left,MEI_MEI,Undefined,7,Top,2,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,145.42334,-1.152928,-4.247603,2469.120953,218.885433,1:15,1.639707,0.723345,2.003076,-41.2115,43.0036,32.6993,0.904558,-0.138533,133.89316,-4.26114,-1.916441,0.414428,118.59229,13.598528,-173.219788,1624.616668,-33.311358,2.191469,-3.804977,42.408855,19.590606,-173.567621,1.474468,-19.8921,24.1028,-0.63581,15.24,1.613304,2.818683,-39.984257,-0.934688,-4.199027,7.707194,-4.718779,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,59a01490-50d7-11f1-9189-39f1cca7bde1,146.37026,3.376968,,11.53018,,,,0.097016,0.866325,0.152441,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,28:47.2,2026-05-16T12:28:47.1707136+09:00,2026-05-16T03:28:47.1707136Z,LineDrive,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,e39ca2fd-b244-4a62-bcf6-1b0ee2e6c350,16.437046,-40.214333,3.853597,1.639103,-0.793823,-2.35939,-0.721825,2.944032,-2.099513,349.599101,0.097015,-31.794697,2.442411,-0.268793,-0.009416,0.103849,-0.093412,0.043474,-0.008286,0.866325,7.745319,-6.302962,0.568854,-0.118712,0.031373,-0.010867,0.004272,-0.000792,0.152441,-3.780112,0.082751,0.233678,-0.093045,0.050635,-0.031457,0.013798,-0.002588,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
173,2026/5/16,29:04.1,1,7,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Tanoue, Kai",1000338425,Left,MEI_MEI,Undefined,7,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,149.64962,-4.585245,-4.262546,2635.897845,231.419685,1:45,1.638809,0.697479,1.975018,-40.9883,39.6902,46.5409,-0.060655,-0.032272,137.454,-7.654299,-0.946607,0.405633,,,,,,,,,,,,-27.492,24.7556,-0.608461,15.24,1.537901,2.838141,-41.011834,-3.43538,-6.068887,8.611793,-4.341826,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,63b568e0-50d7-11f1-9189-39f1cca7bde1,149.54392,,,12.19562,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,29:04.1,2026-05-16T12:29:04.1400320+09:00,2026-05-16T03:29:04.1400320Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,8bccb78c-4f01-4aca-ac0d-c224b6ba49d1,16.465538,-41.268374,4.305896,1.638313,-3.306039,-2.170913,-0.6957,3.018929,-3.034444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
174,2026/5/16,29:31.4,2,1,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Okada, Keigo",1000338425,Left,MEI_MEI,Undefined,7,Top,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,144.8143,-1.458197,-5.104945,2560.856305,199.506012,12:45,1.660533,0.691517,2.062155,-32.6843,52.4482,17.633,0.926099,-0.556876,132.42129,-3.978461,-3.84703,0.41668,,,,,,,,,,,,-12.7995,29.4984,-0.590333,15.24,1.629652,3.469023,-39.73866,-1.093558,-2.649276,8.189354,-3.700983,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,73fae810-50d7-11f1-9189-39f1cca7bde1,145.57945,,,12.39301,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,29:31.4,2026-05-16T12:29:31.3938432+09:00,2026-05-16T03:29:31.3938432Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,a6b71032-8996-4810-8d81-bf2cf98b9144,16.377239,-39.972335,4.094677,1.659349,-0.987954,-1.850492,-0.690396,3.544618,-1.324638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
175,2026/5/16,29:55.0,2,2,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Okada, Keigo",1000338425,Left,MEI_MEI,Undefined,7,Top,2,2,2,Splitter,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,139.08787,-1.726867,-3.633576,1533.404512,244.13615,2:15,1.643586,0.752382,1.883036,-69.0846,24.6283,44.9416,0.465545,0.177667,128.07736,-6.796615,-0.445079,0.437174,114.97145,31.599978,-110.321458,4757.403363,-14.593251,12.785237,-30.185478,62.855689,38.757463,-122.064092,3.281032,-25.7516,14.7733,-0.671324,15.24,1.599494,2.21891,-38.234176,-1.412376,-4.950834,7.336275,-6.966434,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,821263b0-50d7-11f1-9189-39f1cca7bde1,138.75483,12.879464,,11.01051,,,,0.022331,0.362548,-0.156141,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,29:55.0,2026-05-16T12:29:55.0231552+09:00,2026-05-16T03:29:55.0231552Z,FlyBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,8a6e6b59-8203-439d-a49a-c2708847ece4,16.557278,-38.486102,3.668138,1.643887,-1.17315,-3.483217,-0.75044,2.38892,-2.475417,65.083851,0.022333,-9.446727,-0.914965,0.309002,-0.060008,0.004983,0.003864,-0.001011,6.80E-05,0.362504,16.735902,-6.189743,0.517131,-0.124678,0.037439,-0.00859,0.001248,-8.10E-05,-0.156321,-25.501015,3.48791,-0.276369,-0.088857,0.111332,-0.041472,0.00703,-0.000469,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
176,2026/5/16,30:14.4,3,1,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Sakakibara, Nanato",1000338425,Left,MEI_MEI,Undefined,7,Top,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,147.14194,-3.74499,-2.500797,2594.235633,212.020844,1:00,1.646949,0.705449,2.000282,-29.1583,53.9189,32.0223,0.30642,0.326436,134.50846,-5.997086,-0.211755,0.411619,,,,,,,,,,,,-18.5917,31.8046,-0.65445,15.24,1.566583,1.61408,-40.417133,-2.720339,-3.969925,8.690376,-3.015349,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,8d9ccbd0-50d7-11f1-9189-39f1cca7bde1,147.36925,,,12.63348,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,30:14.4,2026-05-16T12:30:14.4160768+09:00,2026-05-16T03:30:14.4160768Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,e461435a-1e19-422b-8b34-5191a69349b3,16.439553,-40.674239,4.345188,1.645745,-2.631129,-1.507675,-0.70394,1.731531,-1.984962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
