PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
66,2026/5/16,28:36.5,2,2,"Hirashima, Kaichi",1000326144,Right,MEI_MEI,"Yuasa, Ousuke",1000242807,Right,WAS_EDA,Undefined,3,Bottom,2,0,0,Fastball,Changeup,Undefined,Undefined,Undefined,Undefined,0,0,,130.4526,-2.15396,-5.513311,2173.385591,215.968412,1:15,1.931184,0.653579,1.596411,-59.3665,53.2447,35.7136,0.7173,-0.573613,118.24633,-6.528844,-3.037452,0.479232,,,,,,,,,,,,-21.8726,29.3294,-0.501864,15.24,1.865401,3.257447,-35.634212,-1.56252,-3.607674,7.149663,-4.969054,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,f18ef900-50ce-11f1-9189-39f1cca7bde1,126.57761,,,12.20626,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,28:36.5,2026-05-16T11:28:36.5497856+09:00,2026-05-16T02:28:36.5497856Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,4e5e4505-e0e6-4825-a3b6-e5f995342d55,16.842294,-35.95426,3.574831,1.930367,-1.340085,-2.484527,-0.651295,3.418941,-1.803837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
67,2026/5/16,29:40.0,3,1,"Hirashima, Kaichi",1000326144,Right,MEI_MEI,"Abe, Youta",1000242807,Left,WAS_EDA,Undefined,3,Bottom,2,0,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,146.30283,-0.801141,-3.219034,2282.561724,229.86629,1:45,1.716362,0.729863,1.688291,-49.5821,38.0594,41.6332,0.991941,0.228213,132.76782,-4.474306,-0.301515,0.422775,112.68097,30.953043,-28.529985,2023.553168,29.356283,14.709222,-16.196725,73.601751,71.117954,-27.943349,3.874093,-23.469,20.6943,-0.648164,15.24,1.6913,2.033634,-40.157802,-0.761243,-4.922311,8.981657,-5.466284,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,175efef0-50cf-11f1-9189-39f1cca7bde1,143.48045,15.204569,,13.53501,,,,0.290884,0.984914,-0.223736,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,29:40.0,2026-05-16T11:29:40.0407040+09:00,2026-05-16T02:29:40.0407040Z,FlyBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,6dd73637-b892-44b5-9c0e-4ba86dd12afa,16.751366,-40.494422,4.490828,1.715991,-0.556375,-2.733142,-0.727839,2.218115,-2.461156,174.786183,0.291185,23.574092,-3.565316,0.726343,-0.047198,-0.035166,0.014203,-0.002119,0.000113,0.98473,16.10368,-4.920539,0.253902,-0.035376,-0.005563,0.008286,-0.002197,0.000183,-0.223789,-12.819383,1.706926,-0.277062,0.033927,-0.001137,-0.000152,-6.70E-05,1.30E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
68,2026/5/16,30:08.4,3,2,"Hirashima, Kaichi",1000326144,Right,MEI_MEI,"Abe, Youta",1000242811,Left,WAS_EDA,Undefined,3,Bottom,0,0,0,Fastball,Sinker,Undefined,Undefined,Undefined,Undefined,0,0,,148.28288,-3.551534,-6.259936,2355.701245,233.052163,1:45,1.710257,0.726496,1.74878,-52.2648,32.3342,39.5201,0.172275,-0.662086,136.47844,-7.369696,-3.498654,0.415372,,,,,,,,,,,,-24.166,19.568,-0.57003,15.24,1.615662,4.235843,-40.518232,-2.744035,-5.232784,8.001936,-5.569501,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,283e9b40-50cf-11f1-9189-39f1cca7bde1,146.03775,,,11.80444,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,30:08.4,2026-05-16T11:30:08.3736576+09:00,2026-05-16T02:30:08.3736576Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,3ac4f098-c121-4025-a9c1-5fbcd4ecd49f,16.691343,-40.80385,4.000968,1.710059,-2.545239,-2.784751,-0.724557,4.42262,-2.616392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
69,2026/5/16,30:15.0,3,3,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Abe, Youta",1000422710,Left,WAS_EDA,Undefined,3,Bottom,0,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,9ae95a81-50d0-11f1-9189-39f1cca7bde1,,,,,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,30:15.0,2026-05-16T11:30:15.0000000+09:00,2026-05-16T02:30:15.0000000Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,9ae95a80-50d0-11f1-9189-39f1cca7bde1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2026/5/16,30:22.3,4,1,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Kawajiri, Yuito",1000422710,Right,WAS_EDA,Undefined,3,Bottom,0,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,148.88628,-1.867528,-3.845805,2318.440852,233.071048,1:45,1.692233,0.728054,1.705572,-48.9526,35.1552,43.1676,0.669874,0.063677,136.00312,-5.474692,-0.819676,0.414165,121.07619,-19.54581,-5.800966,,,,,1.965178,1.965178,-7.094651,0.056965,-24.5661,19.9212,-0.630916,15.24,1.639559,2.51154,-40.853908,-1.536482,-5.367259,8.761862,-5.45422,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,30a0c150-50cf-11f1-9189-39f1cca7bde1,146.46353,0.642617,,12.88316,,,,0.149306,0.642617,-0.059765,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,30:22.3,2026-05-16T11:30:22.3314432+09:00,2026-05-16T02:30:22.3314432Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,f1143496-0dd1-4fb5-8abc-685ce77166c7,16.734353,-41.173151,4.380931,1.691922,-1.337754,-2.72711,-0.725988,2.707099,-2.683629,,0.148563,31.613014,,,,,,,,0.642883,-11.280979,,,,,,,,-0.059689,-3.211671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
71,2026/5/16,30:59.7,4,2,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Kawajiri, Yuito",1000547801,Right,WAS_EDA,Undefined,3,Bottom,1,0,0,TwoSeamFastBall,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,140.70462,-0.579912,-4.221788,1065.491568,272.77728,3:00,1.647161,0.753166,1.688734,-92.5642,1.1623,32.7975,0.555866,-0.123682,129.85516,-7.225078,-1.924811,0.437206,134.59209,-18.67466,54.631022,,,,,2.07826,2.07826,45.459724,0.046992,-19.4316,1.7277,-0.644184,15.24,1.624328,2.686367,-38.642985,-0.801005,-3.824024,7.33956,-9.466655,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,46d65520-50cf-11f1-9189-39f1cca7bde1,138.74472,0.563559,,10.84946,,,,0.49256,0.563559,0.121635,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,30:59.7,2026-05-16T11:30:59.7145088+09:00,2026-05-16T02:30:59.7145088Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,a1138efa-2eb1-427d-ab56-2a12c49cab03,16.751831,-38.929071,3.66978,1.648359,-0.432007,-4.733327,-0.7518,2.835423,-1.912012,,0.492281,20.538535,,,,,,,,0.563722,-11.99259,,,,,,,,0.121241,28.93369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
72,2026/5/16,31:20.2,4,3,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Kawajiri, Yuito",1000547801,Right,WAS_EDA,Undefined,3,Bottom,1,0,1,TwoSeamFastBall,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,138.58782,-0.226385,-3.675326,996.351462,288.517104,3:30,1.624587,0.755072,1.767354,-103.363,-6.5979,29.242,0.526646,0.00413,126.4954,-7.695087,-1.614717,0.444236,,,,,,,,,,,,-17.6552,-2.2053,-0.665013,15.24,1.611523,2.298459,-38.05036,-0.591284,-3.323048,8.094026,-10.22173,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,5314a3f0-50cf-11f1-9189-39f1cca7bde1,136.54897,,,12.09242,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,31:20.2,2026-05-16T11:31:20.2228736+09:00,2026-05-16T02:31:20.2228736Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,82ab0832-98fb-4f5c-abf3-662533585242,16.672597,-38.35389,4.047013,1.626509,-0.207964,-5.110865,-0.753543,2.423075,-1.661524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2026/5/16,31:39.6,4,4,"Hirashima, Kaichi",1000423700,Right,MEI_MEI,"Kawajiri, Yuito",1000547801,Right,WAS_EDA,Undefined,3,Bottom,1,0,2,TwoSeamFastBall,Splitter,InPlay,Undefined,GroundBall,Single,0,0,,139.2819,0.539155,-3.036959,859.310107,278.392645,3:15,1.656174,0.756638,1.737993,-97.2643,-0.671,27.3195,0.836874,0.166511,126.15635,-6.516264,-1.115127,0.443842,146.66122,-6.582984,6.458727,,,,,7.16983,7.16983,5.038704,0.171678,-16.3406,0.1549,-0.681063,15.24,1.662707,1.890764,-38.233793,-0.055641,-3.086545,8.606613,-9.777398,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,5ea54da0-50cf-11f1-9189-39f1cca7bde1,136.67031,0.841309,,13.12555,,,,0.344421,0.841309,-0.161412,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,31:39.6,2026-05-16T11:31:39.6281344+09:00,2026-05-16T02:31:39.6281344Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,689cfdce-f0d5-4f5e-aa9c-2a27ae458a31,16.701762,-38.561438,4.303306,1.657741,0.316575,-4.888699,-0.755279,2.008266,-1.543272,193.34564,0.344534,40.205145,-3.557811,,,,,,,0.841244,-4.665408,-1.365046,,,,,,,-0.161429,4.553694,0.318671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
74,2026/5/16,32:17.8,1,1,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000547783,Left,MEI_MEI,Undefined,4,Top,1,0,0,TwoSeamFastBall,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,135.97066,0.151372,-5.040889,819.175445,294.128073,3:45,1.650082,0.686455,1.780262,-110.4173,-8.526,27.3975,0.588954,-0.471188,122.66347,-7.847396,-3.115195,0.455851,,,,,,,,,,,,-18.1131,-3.2266,-0.562917,15.24,1.64624,3.146222,-37.218105,-0.363601,-3.223233,8.545468,-10.38082,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,75628800-50cf-11f1-9189-39f1cca7bde1,133.06969,,,13.30719,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,32:17.8,2026-05-16T11:32:17.7739264+09:00,2026-05-16T02:32:17.7739264Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,63bad010-2624-45d5-a092-fa0e3b4ddb7b,16.65897,-37.542494,4.272734,1.652563,0.030459,-5.19041,-0.684671,3.268577,-1.611617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,2026/5/16,32:50.8,1,2,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000547783,Left,MEI_MEI,Undefined,4,Top,1,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,116.99349,3.550611,-0.355296,2096.123793,41.769717,7:30,1.689652,0.643792,1.592457,-156.5872,-17.8244,-19.9627,1.142517,0.342356,106.6851,-7.653271,-1.747992,0.531975,,,,,,,,,,,,9.6133,-9.982,-0.631972,15.24,1.775526,0.290824,-32.100397,1.371384,1.288008,5.751756,-11.144065,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,8922fd20-50cf-11f1-9189-39f1cca7bde1,114.02792,,,10.30838,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,32:50.8,2026-05-16T11:32:50.7980000+09:00,2026-05-16T02:32:50.7980000Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,16e8c4c4-5ea3-4753-8abf-ab56882ac5f7,16.847634,-32.387172,2.875878,1.6933,1.927013,-5.572033,-0.644871,0.226605,0.644004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.77564,1.816652,0.588186,1.228467,-0.686837,0.983908,-0.307286,-0.368761,1.59506,0.330175,38.794595,0.221977,0.343729,-0.339165,35.215485,-2.759326,1.602396,3.517512,-3.784938,0.313027,-1.37709,1.155245,High,High,High,,,High,Medium,Medium
76,2026/5/16,33:41.6,1,3,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Tanoue, Kai",1000547783,Left,MEI_MEI,Undefined,4,Top,1,2,0,TwoSeamFastBall,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,139.55216,0.420857,-3.786483,904.983603,279.492097,3:15,1.638614,0.753639,1.723816,-100.3941,-2.6392,38.5567,0.754566,0.061317,124.8145,-6.875333,-1.078451,0.446503,146.23541,-8.719941,-47.677269,,,,,5.058255,5.030047,-43.283633,0.115656,-23.0044,-0.7112,-0.658845,15.24,1.641894,2.33222,-38.228108,-0.152095,-4.285732,9.556635,-9.939141,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,a753dee0-50cf-11f1-9189-39f1cca7bde1,135.85589,0.789241,,14.73766,,,,0.626688,0.789241,-0.093322,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,33:41.6,2026-05-16T11:33:41.5864832+09:00,2026-05-16T02:33:41.5864832Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,ac43c145-7545-4b7f-b5f3-a0821c8352e3,16.715591,-38.595227,4.778318,1.640403,0.229719,-4.96957,-0.7516,2.496858,-2.142866,34.170252,0.626758,27.026148,-5.256164,,,,,,,0.789305,-6.165674,-5.702068,,,,,,,-0.09337,-29.681119,4.352349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
77,2026/5/16,34:11.4,2,1,"Takahashi, Koki",1000423700,Right,WAS_EDA,"Okada, Keigo",1000547783,Left,MEI_MEI,Undefined,4,Top,1,2,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,150.81826,-2.000462,-5.229933,2281.561201,235.75817,1:45,1.712376,0.6866,1.675811,-51.8978,31.1947,41.6301,0.620467,-0.392261,136.86357,-5.813408,-2.325951,0.411657,151.87744,-72.247316,-160.251578,,,,,0.350709,0.350709,102.684861,0.014571,-24.8632,18.0546,-0.550367,15.24,1.654714,3.543078,-41.266743,-1.670211,-5.509127,9.447522,-5.806169,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,b917c0b0-50cf-11f1-9189-39f1cca7bde1,147.35565,0.586364,,13.95469,,,,0.099674,0.586364,0.40558,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,34:11.4,2026-05-16T11:34:11.4080768+09:00,2026-05-16T02:34:11.4080768Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,deca246d-8a4c-449b-b9dc-6f79d8dbcf34,16.76378,-41.614132,4.723761,1.712203,-1.456716,-2.903085,-0.684371,3.74565,-2.754563,,0.099718,-12.125877,,,,,,,,0.586511,-40.241935,,,,,,,,0.405596,-4.353258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
78,2026/5/16,36:13.5,2,2,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Okada, Keigo",1000338425,Left,MEI_MEI,Undefined,4,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,147.8749,-0.756993,-4.096079,2605.034163,217.514702,1:15,1.678555,0.734877,1.981452,-41.8166,40.6125,29.1518,1.04806,-0.121467,134.82357,-3.920412,-2.020231,0.41001,,,,,,,,,,,,-18.0456,22.5512,-0.648775,15.24,1.660074,2.765217,-40.621118,-0.670399,-3.892761,8.768698,-4.941943,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,01ebb440-50d0-11f1-9189-39f1cca7bde1,147.94744,,,13.05133,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,36:13.5,2026-05-16T11:36:13.5423488+09:00,2026-05-16T02:36:13.5423488Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,4725779a-1eff-41c5-9ca1-5185ec8a8f0a,16.457858,-40.883166,4.384349,1.677902,-0.522711,-2.470971,-0.733151,2.881551,-1.94638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,2026/5/16,36:24.0,3,1,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Sakakibara, Nanato",1000338425,Left,MEI_MEI,Undefined,4,Top,2,1,0,Splitter,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,137.04191,-1.46944,-4.189766,1705.495712,249.516596,2:15,1.647433,0.749853,1.779892,-80.4234,17.3977,38.7052,0.425737,-0.052069,126.37492,-7.304484,-1.463627,0.446654,,,,,,,,,,,,-22.5492,10.7697,-0.64842,15.24,1.605154,2.570246,-37.633521,-1.289434,-4.20566,7.012759,-7.797987,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,0823a750-50d0-11f1-9189-39f1cca7bde1,135.80994,,,10.66698,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,36:24.0,2026-05-16T11:36:24.0002560+09:00,2026-05-16T02:36:24.0002560Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,8b663060-4cc2-40c0-958a-2aeb7c726958,16.660294,-37.897259,3.50638,1.648133,-0.996164,-3.898994,-0.748057,2.728414,-2.10283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2026/5/16,36:38.0,3,2,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Sakakibara, Nanato",1000338425,Left,MEI_MEI,Undefined,4,Top,2,2,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,146.00663,-1.948999,-3.083003,2637.85921,227.698248,1:30,1.653867,0.742124,1.913335,-47.374,37.9131,38.6012,0.63156,0.261143,133.2147,-5.495329,-0.339034,0.417058,154.62146,27.294486,-6.791256,3163.262264,33.028627,16.566859,-5.764195,110.413075,108.614779,-15.567504,5.03509,-22.3005,21.9491,-0.674881,15.24,1.607153,1.972651,-40.12475,-1.532012,-4.684648,8.710633,-5.195825,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,107a5bb0-50d0-11f1-9189-39f1cca7bde1,145.44748,23.864307,,12.79194,,,,0.177754,0.621462,-0.262781,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,36:38.0,2026-05-16T11:36:37.9941376+09:00,2026-05-16T02:36:37.9941376Z,FlyBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,6631b4ff-3876-481d-9963-3da59e032d16,16.526494,-40.403069,4.355317,1.653451,-1.365997,-2.597913,-0.740301,2.122332,-2.342324,157.335698,0.178136,37.892805,-7.696997,1.737936,-0.313115,0.047246,-0.006533,0.000727,-3.90E-05,0.621673,19.689922,-4.242849,-0.049838,0.079804,-0.036717,0.010238,-0.001413,7.40E-05,-0.262595,-4.517577,-1.00279,0.333233,-0.0618,0.005434,0.000147,-6.70E-05,4.00E-06,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
81,2026/5/16,37:09.3,3,3,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Sakakibara, Nanato",1000242813,Left,MEI_MEI,Undefined,4,Top,0,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,139.35424,-1.394126,-4.265177,1967.68655,233.092085,1:45,1.646562,0.749017,1.82257,-64.1096,29.6859,35.8884,0.610413,-0.099369,128.65998,-6.089777,-1.733318,0.437367,,,,,,,,,,,,-21.1855,16.989,-0.648538,15.24,1.608591,2.683864,-38.283888,-1.178257,-4.103557,6.997905,-6.515936,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,231d2bd0-50d0-11f1-9189-39f1cca7bde1,138.69373,,,10.69425,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,37:09.3,2026-05-16T11:37:09.2685312+09:00,2026-05-16T02:37:09.2685312Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,ea270404-d8ba-4d4c-9c03-495c048db273,16.61767,-38.534889,3.498953,1.646661,-0.944543,-3.257968,-0.747442,2.83105,-2.051779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,2026/5/16,37:30.4,3,4,"Takahashi, Koki",1000326144,Right,WAS_EDA,"Sakakibara, Nanato",1000242813,Left,MEI_MEI,Undefined,4,Top,0,0,1,Splitter,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,141.88625,-0.819807,-3.538839,1802.849622,246.978029,2:15,1.649276,0.760024,1.829368,-72.1482,17.6842,35.8315,0.695813,0.117659,131.61381,-6.071613,-1.005866,0.428027,153.6477,-32.048481,26.294181,,,,,1.41758,1.41758,15.199363,0.030424,-20.6773,10.3385,-0.67754,15.24,1.624767,2.24336,-39.043637,-0.848674,-4.182768,6.964992,-7.715309,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,2fbc5f50-50d0-11f1-9189-39f1cca7bde1,141.72001,0.690242,,10.27244,,,,0.379529,0.690242,-0.116745,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,37:30.4,2026-05-16T11:37:30.4460800+09:00,2026-05-16T02:37:30.4460800Z,GroundBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,81c12aee-f753-474e-b909-54f9bcef4917,16.611263,-39.287495,3.482496,1.649752,-0.578546,-3.857655,-0.758649,2.389807,-2.091384,,0.379252,32.489044,,,,,,,,0.690436,-22.687049,,,,,,,,-0.116882,16.05298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
83,2026/5/16,38:03.0,4,1,"Hirashima, Kaichi",1000326144,Right,MEI_MEI,"Okanishi, Yuya",1000242816,Left,MEI_MEI,Undefined,4,Bottom,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,146.93639,-1.312278,-3.473742,2632.704686,221.951235,1:30,1.628803,0.731727,2.028976,-42.8818,38.9949,32.9745,0.833218,0.091363,135.73167,-4.534566,-1.115149,0.408634,119.28837,37.717923,-95.272289,4884.802238,,,,,10.376453,,,-19.5813,22.1265,-0.661986,15.24,1.599689,2.305315,-40.450924,-1.06536,-4.240688,7.690241,-5.014761,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,4321bc20-50d0-11f1-9189-39f1cca7bde1,148.44568,8.58915,,11.20472,,,,0.082147,0.826289,-0.061929,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,38:03.0,2026-05-16T11:38:03.0054400+09:00,2026-05-16T02:38:03.0054400Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,2141aba0-d845-4976-af2b-88bb53dd0462,16.411351,-40.673003,3.84512,1.628363,-0.920544,-2.507381,-0.730327,2.427778,-2.120344,66.697796,0.082557,-2.421806,-0.703582,,,,,,,0.825595,20.294108,-3.260293,,,,,,,-0.063253,-26.057773,2.447265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
