PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
203,2025/11/3,52:20.0,3,1,"Katsukura, Takumi",1000325874,Right,KEI_KEI,"Toyota, Ryohei",1000338399,Left,HOS_HOS,Undefined,7,Bottom,2,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,138.42038,-0.952196,-1.911066,2378.885608,236.481029,2:00,1.469228,0.387091,1.90387,-64.7776,29.7014,40.392,0.553608,0.253593,126.88169,-5.743125,0.962773,0.438957,,,,,,,,,,,,-22.2402,16.9901,-0.34603,15.24,1.443798,1.081947,-38.09745,-0.865537,-4.225893,7.612877,-6.578326,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,1dfb6030-b860-11f0-8430-1192ff4de812,138.1911,,,11.53869,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,52:20.0,2025-11-03T11:52:20.0216064+09:00,2025-11-03T02:52:20.0216064Z,,v3,,,,"Ichihashi, Keisuke",1000325864,Right,KEI_KEI,5acc80bf-b61c-40f5-b16a-c36e6aafd53d,16.535839,-38.355519,3.806439,1.469359,-0.642539,-3.289163,-0.385135,1.2252,-2.112946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
204,2025/11/3,52:31.7,3,2,"Katsukura, Takumi",1000325874,Right,KEI_KEI,"Toyota, Ryohei",1000338399,Left,HOS_HOS,Undefined,7,Bottom,2,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,128.92759,0.577796,0.426897,2520.68698,141.825851,10:45,1.514619,0.414711,1.797563,-93.4501,14.6962,-9.4576,0.743624,0.440934,120.58731,-6.185723,-0.241926,0.469635,,,,,,,,,,,,5.0802,8.1221,-0.42453,15.24,1.52228,-0.222675,-35.553582,0.004657,0.858494,5.301131,-8.434123,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,24e0d150-b860-11f0-8430-1192ff4de812,129.1641,,,8.34027,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,52:31.7,2025-11-03T11:52:31.6947968+09:00,2025-11-03T02:52:31.6947968Z,,v3,,,,"Ichihashi, Keisuke",1000325864,Right,KEI_KEI,57ccaa03-c1d1-4fc6-b07b-c4c249d1c1de,16.64265,-35.76211,2.650566,1.515572,0.336425,-4.217061,-0.415106,-0.256445,0.429247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
205,2025/11/3,52:43.5,3,3,"Katsukura, Takumi",1000325874,Right,KEI_KEI,"Toyota, Ryohei",1000338399,Left,HOS_HOS,Undefined,7,Bottom,2,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,138.80777,-1.604771,-1.394708,2404.53918,231.557637,1:45,1.489254,0.389856,1.967114,-63.3365,29.5964,33.7445,0.406293,0.336698,127.76264,-6.294369,1.016806,0.435351,,,,,,,,,,,,-18.6323,17.4555,-0.361494,15.24,1.451212,0.779642,-38.227992,-1.289793,-3.574469,7.466,-6.457946,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,2bf62c10-b860-11f0-8430-1192ff4de812,139.33588,,,11.04513,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,52:43.5,2025-11-03T11:52:43.4933248+09:00,2025-11-03T02:52:43.4933248Z,,v3,,,,"Ichihashi, Keisuke",1000325864,Right,KEI_KEI,bdc768d0-2a74-4cc8-b1aa-da66d1ff53f4,16.472829,-38.468012,3.733,1.48934,-1.082181,-3.228973,-0.388405,0.894556,-1.787235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
206,2025/11/3,52:58.9,3,4,"Katsukura, Takumi",1000325874,Right,KEI_KEI,"Toyota, Ryohei",1000338399,Left,HOS_HOS,Undefined,7,Bottom,2,2,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,131.57864,-1.284026,-1.104922,2564.387957,177.438395,12:00,1.495976,0.398879,1.841605,-76.122,27.6827,-1.1156,0.372281,0.07588,122.68962,-6.827856,-1.184027,0.460112,,,,,,,,,,,,-0.0673,15.9068,-0.372567,15.24,1.460473,0.704282,-36.261784,-1.089694,-0.011767,5.853882,-7.024646,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,3532ac90-b860-11f0-8430-1192ff4de812,131.83754,,,8.88902,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,52:58.9,2025-11-03T11:52:58.9460480+09:00,2025-11-03T02:52:58.9460480Z,,v3,,,,"Ichihashi, Keisuke",1000325864,Right,KEI_KEI,80764988-41fa-4dd6-8144-42a1af7a0f8a,16.598574,-36.480445,2.926941,1.496276,-0.827301,-3.512323,-0.398883,0.704722,-0.005883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
207,2025/11/3,53:12.7,3,5,"Katsukura, Takumi",1000325874,Right,KEI_KEI,"Toyota, Ryohei",1000338399,Left,HOS_HOS,Undefined,7,Bottom,2,3,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136.53128,-1.142007,-3.327031,2365.216204,224.270257,1:30,1.487884,0.382167,1.995534,-58.8271,36.1265,32.6805,0.57983,-0.22201,126.64873,-5.508012,-0.993278,0.440058,,,,,,,,,,,,-19.1971,20.5057,-0.313602,15.24,1.460684,2.045397,-37.595545,-0.942254,-3.601864,6.432991,-5.959257,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,3d6bede0-b860-11f0-8430-1192ff4de812,137.84534,,,9.88255,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,53:12.7,2025-11-03T11:53:12.7371776+09:00,2025-11-03T02:53:12.7371776Z,,v3,,,,"Ichihashi, Keisuke",1000325864,Right,KEI_KEI,a610e15d-ff86-4e71-88d5-25bc5dc769be,16.44472,-37.801123,3.216496,1.487753,-0.751815,-2.979628,-0.380806,2.160502,-1.800932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
208,2025/11/3,53:27.0,3,6,"Katsukura, Takumi",1000325874,Right,KEI_KEI,"Toyota, Ryohei",1000338399,Left,HOS_HOS,Undefined,7,Bottom,2,3,2,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,,129.77803,0.49123,-1.386892,2602.902388,167.230312,11:30,1.494277,0.4025,1.874146,-87.5109,17.2923,-3.4038,0.757556,-0.022203,122.4555,-5.854968,-1.628562,0.462319,128.71261,41.707442,22.361903,3982.920716,30.318252,26.644439,14.315135,77.896192,76.425361,30.804727,5.301531,1.1136,9.4206,-0.370132,15.24,1.500083,0.881475,-35.826845,-0.008173,0.192825,4.786512,-8.175364,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,45f09010-b860-11f0-8430-1192ff4de812,131.20802,29.761417,,7.32253,,,,0.562365,0.804984,0.020305,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,53:27.0,2025-11-03T11:53:27.0296064+09:00,2025-11-03T02:53:27.0296064Z,FlyBall,v3,,,,"Ichihashi, Keisuke",1000325864,Right,KEI_KEI,8d39aa27-252a-4c24-afe3-f53187bd3bdf,16.566745,-36.003663,2.393256,1.494806,0.293833,-4.087682,-0.402563,0.874352,0.096412,189.954392,0.563739,24.656891,-6.034426,1.443477,-0.201509,0.000385,0.005201,-0.000765,3.60E-05,0.803978,23.805123,-5.309142,0.173457,0.011771,-0.013392,0.004701,-0.000743,4.20E-05,0.020556,10.149802,-1.529971,0.444768,-0.085238,0.008817,2.80E-05,-9.60E-05,6.00E-06,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
209,2025/11/3,55:20.1,1,1,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,0,0,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,108.24318,3.017922,-0.579238,2319.596948,54.483356,7:45,1.696005,0.544936,1.817065,-184.1947,-28.1712,-45.8202,0.70783,-0.076978,100.46541,-10.242643,-3.825289,0.564092,127.67654,56.272343,30.898927,5375.5355,23.297636,35.73294,24.111104,67.122706,58.272265,52.939643,5.488448,23.2793,-15.4419,-0.527782,15.24,1.756523,0.470767,-29.801193,0.971826,2.707271,4.647617,-11.60247,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,895eada0-b860-11f0-8430-1192ff4de812,107.53569,36.058274,,7.77777,,,,0.595669,0.774459,0.065146,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,55:20.1,2025-11-03T11:55:20.0557056+09:00,2025-11-03T02:55:20.0557056Z,Popup,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,ac90455b-1e32-4879-a351-538f2a5e7818,16.624669,-30.01636,2.323808,1.699097,1.508978,-5.801235,-0.546675,0.34543,1.353635,208.096144,0.595705,16.886511,-5.480998,1.51324,-0.211945,-0.021144,0.014849,-0.002307,0.000121,0.771223,29.555376,-7.617129,0.959534,-0.268477,0.063447,-0.007847,0.000232,1.80E-05,0.065221,10.115482,0.49374,-0.300116,0.04765,0.012246,-0.006779,0.001097,-6.20E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
210,2025/11/3,55:53.3,1,2,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,119.55986,0.380512,-2.347287,2465.421932,64.559276,8:15,1.675287,0.569956,1.874379,-137.019,-10.4436,-29.4686,0.412351,-0.386153,111.2495,-9.508489,-4.440226,0.508077,,,,,,,,,,,,13.7115,-4.5689,-0.513752,15.24,1.67568,1.46745,-32.928152,-0.255817,1.953559,5.486436,-10.457609,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,9d32f8e0-b860-11f0-8430-1192ff4de812,119.39143,,,8.31036,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,55:53.3,2025-11-03T11:55:53.3342208+09:00,2025-11-03T02:55:53.3342208Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,ac01c4b2-5091-4b50-9eb6-592b7242e084,16.56634,-33.148408,2.743218,1.677523,0.16401,-5.228804,-0.571089,1.389023,0.97678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
211,2025/11/3,56:08.6,1,3,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,125.5049,-0.029738,-2.524822,2161.732909,99.176691,9:15,1.696004,0.56465,1.88867,-105.0411,8.4875,-34.8365,0.637218,-0.494596,117.53568,-7.631941,-4.996913,0.48118,,,,,,,,,,,,16.6457,5.3407,-0.504672,15.24,1.688922,1.668305,-34.587816,-0.387643,2.646944,5.364766,-8.957388,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,a6438760-b860-11f0-8430-1192ff4de812,126.06521,,,7.96922,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,56:08.6,2025-11-03T11:56:08.5889024+09:00,2025-11-03T02:56:08.5889024Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,80ebbd0a-75e3-43be-a2b4-70132fc09f4b,16.551952,-34.790712,2.682383,1.697177,-0.048873,-4.478694,-0.565874,1.568197,1.323472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
212,2025/11/3,56:22.9,1,4,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,2,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,109.27331,3.346218,-0.161478,2218.116891,66.722202,8:15,1.681775,0.556422,1.703161,-171.3689,-17.0048,-49.3023,0.921549,0.01744,101.67226,-8.923023,-3.625834,0.561084,,,,,,,,,,,,24.8401,-9.4047,-0.548259,15.24,1.75591,0.281292,-30.071228,1.161104,2.965094,4.370491,-10.929268,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,aee12fd0-b860-11f0-8430-1192ff4de812,108.11216,,,7.60105,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,56:23.0,2025-11-03T11:56:22.9554688+09:00,2025-11-03T02:56:22.9554688Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,d507ae3e-cabe-4ac4-b508-4c171494d72e,16.738302,-30.288205,2.185245,1.684797,1.703699,-5.464634,-0.55857,0.134087,1.482547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
213,2025/11/3,56:37.3,1,5,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,2,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,129.52563,0.208107,-2.790365,2220.088281,126.994433,10:15,1.679246,0.54942,1.914915,-82.4782,24.1305,-28.2949,0.912994,-0.518009,120.48674,-5.823024,-4.798918,0.466285,,,,,,,,,,,,13.0266,13.3547,-0.485116,15.24,1.679092,1.85886,-35.671439,-0.155104,2.197446,5.876255,-7.553865,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,b75c0e00-b860-11f0-8430-1192ff4de812,130.09222,,,9.03888,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,56:37.3,2025-11-03T11:56:37.2949504+09:00,2025-11-03T02:56:37.2949504Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,296a9c84-1da6-48aa-92a9-7e382f6b9c7e,16.52514,-35.882519,2.938128,1.67979,0.116238,-3.776932,-0.550471,1.779926,1.098723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
214,2025/11/3,56:56.4,1,6,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,3,2,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,109.6618,3.241733,-0.338272,2283.653742,64.240131,8:15,1.681279,0.541356,1.659478,-168.2678,-15.3552,-39.7342,0.924715,0.047478,102.73727,-8.752296,-3.122909,0.55844,,,,,,,,,,,,19.957,-8.6007,-0.528788,15.24,1.754426,0.33589,-30.196056,1.114867,2.422302,4.02195,-10.850567,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,c2d31530-b860-11f0-8430-1192ff4de812,108.62408,,,6.92452,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,56:56.4,2025-11-03T11:56:56.4231168+09:00,2025-11-03T02:56:56.4231168Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,20869d14-1fce-4afa-9bab-6f690a86dda4,16.782098,-30.400761,2.010975,1.683629,1.667128,-5.425284,-0.542746,0.212602,1.211151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
215,2025/11/3,57:21.3,1,7,"Makino, Haruto",1000424350,Right,HOS_HOS,"Hayashi, Jyunji",1000325862,Right,KEI_KEI,Undefined,8,Top,0,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Double,0,0,,136.47022,-1.101164,-2.538293,2159.049663,201.329471,12:45,1.684429,0.571293,2.032175,-57.868,36.4714,13.262,0.798327,-0.004404,126.88903,-5.401904,-1.588398,0.438633,145.55348,1.593792,39.446117,4369.288997,,,,24.552321,22.004196,43.12936,0.666237,-8.5397,20.7381,-0.52004,15.24,1.659027,1.612627,-37.614321,-0.907112,-1.60599,6.345155,-5.906602,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,d1974b90-b860-11f0-8430-1192ff4de812,138.29336,0.873379,,9.58119,,,,0.124298,0.782393,0.002914,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,57:21.3,2025-11-03T11:57:21.3068800+09:00,2025-11-03T02:57:21.3068800Z,GroundBall,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,4adfe4e7-98ee-4860-96d0-582e679438db,16.408116,-37.810857,3.172578,1.684291,-0.72416,-2.953301,-0.57076,1.662371,-0.802995,253.822744,0.14211,30.848024,-6.290428,,,,,,,0.783084,1.111401,-3.434073,,,,,,,-0.000357,25.747216,-0.823394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
216,2025/11/3,58:35.4,2,1,"Makino, Haruto",1000424350,Right,HOS_HOS,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,8,Top,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,112.99309,3.740258,2.543508,2426.423737,75.917058,8:30,1.681152,0.636854,1.843272,-149.2119,-7.8049,-45.8985,1.246955,0.896035,105.02287,-7.05286,-0.703814,0.53702,,,,,,,,,,,,25.0085,-4.9125,-0.694353,15.24,1.760458,-1.200203,-31.078931,1.533873,3.210373,4.338184,-10.437279,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,fdae86d0-b860-11f0-8430-1192ff4de812,112.95677,,,7.97022,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,58:35.4,2025-11-03T11:58:35.3685504+09:00,2025-11-03T02:58:35.3685504Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,85890bf4-4993-40d1-9b51-ec271c3fe602,16.597856,-31.267895,2.169092,1.683744,1.988502,-5.21864,-0.639029,-1.340041,1.605186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
217,2025/11/3,58:58.6,2,2,"Makino, Haruto",1000424350,Right,HOS_HOS,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,8,Top,0,1,0,Cutter,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,123.38938,1.657033,1.234332,2130.223853,96.656637,9:15,1.664426,0.615012,1.77694,-111.4863,7.9256,-40.244,1.019282,0.562343,114.51035,-6.410169,-1.606701,0.49349,,,,,,,,,,,,21.2707,4.1099,-0.642884,15.24,1.697735,-0.556296,-33.987288,0.570274,3.256496,5.349097,-9.177436,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,0ba3d470-b861-11f0-8430-1192ff4de812,122.92037,,,8.87903,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,58:58.6,2025-11-03T11:58:58.6407424+09:00,2025-11-03T02:58:58.6407424Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,372f3dd9-b924-41d5-826e-750c48ee7f9e,16.663452,-34.210585,2.674548,1.665933,0.953383,-4.588718,-0.616824,-0.692237,1.628248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
218,2025/11/3,59:21.3,2,3,"Makino, Haruto",1000424350,Right,HOS_HOS,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,8,Top,0,2,0,Fastball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,135.55607,-1.054903,-0.549245,2113.859776,197.079978,12:30,1.677074,0.606975,2.04485,-65.6873,29.1626,8.2357,0.726206,0.53628,126.78459,-5.907253,0.042182,0.439818,,,,,,,,,,,,-4.6598,16.8099,-0.596228,15.24,1.65258,0.324566,-37.410961,-0.902398,-0.871445,5.903689,-6.662943,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,191e4cc0-b861-11f0-8430-1192ff4de812,137.92062,,,8.77148,,,,,,,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,59:21.3,2025-11-03T11:59:21.3082112+09:00,2025-11-03T02:59:21.3082112Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,f80dd111-9ee4-4653-b110-94724bc9ff85,16.395313,-37.592835,2.951845,1.677219,-0.697135,-3.331471,-0.606641,0.351412,-0.435723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
219,2025/11/3,59:38.3,2,4,"Makino, Haruto",1000424350,Right,HOS_HOS,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,8,Top,0,2,1,Fastball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,134.0499,-0.419917,-1.542799,2107.854046,189.807663,12:15,1.672198,0.585157,1.990734,-66.9178,31.1887,4.9477,0.885569,0.203173,124.73979,-5.363823,-1.189013,0.447305,131.90965,54.814086,-62.305528,5801.044908,5.903898,30.37038,-33.0041,55.429584,51.975019,-85.338716,4.756335,-3.5159,17.4639,-0.552778,15.24,1.659773,0.975144,-36.969562,-0.49214,-0.639092,6.09184,-6.632219,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,233e2860-b861-11f0-8430-1192ff4de812,135.61224,30.371956,,9.31011,,,,0.406335,0.738542,-0.265366,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,59:38.3,2025-11-03T11:59:38.3414272+09:00,2025-11-03T02:59:38.3414272Z,Popup,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,e64957cf-e6e9-489d-b0a8-502ab289270f,16.449515,-37.168331,3.04592,1.672301,-0.275739,-3.31611,-0.584936,0.995997,-0.319546,146.22633,0.416323,9.5664,-5.215184,0.095894,1.442844,-0.899042,0.255561,-0.035235,0.0019,0.745734,29.798955,-8.896505,0.29495,0.54519,-0.274259,0.059171,-0.005866,0.000205,-0.270077,-18.603846,1.856196,0.371487,-0.389987,0.123638,-0.013802,-0.000429,0.000128,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
220,2025/11/3,00:11.1,2,5,"Makino, Haruto",1000424350,Right,HOS_HOS,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,8,Top,0,2,2,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,,131.49952,-1.52226,-1.732233,2235.031879,151.542004,11:00,1.670599,0.55899,1.910556,-80.4767,23.3757,-11.0667,0.437792,-0.03857,121.94929,-7.403959,-2.520051,0.460217,139.33549,38.710212,-2.443874,4466.437592,33.306142,24.959406,-3.850267,75.722585,67.439818,-11.532839,5.320748,4.6785,14.0416,-0.519287,15.24,1.631499,1.142343,-36.215556,-1.24508,0.80952,6.377306,-7.377045,HOS_HOS,KEI_KEI,JinguStadium,Tokyo Big6,TBIG6,20251103-JinguStadium-1,36bfe6d0-b861-11f0-8430-1192ff4de812,131.80733,29.240039,,9.55022,,,,0.216926,0.413944,0.046453,4dda624f-57d2-437c-ac31-b43588822f0f,2025/11/3,00:11.1,2025-11-03T12:00:11.0503936+09:00,2025-11-03T03:00:11.0503936Z,FlyBall,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,93cdf7e8-559e-420f-a4fd-09cc9ff4ea20,16.529568,-36.441932,3.188653,1.671048,-0.983215,-3.688523,-0.559327,1.113607,0.40476,161.209834,0.219069,30.13134,-7.480241,1.618068,-0.177504,-0.019763,0.009659,-0.001179,4.90E-05,0.413444,24.212116,-5.666761,0.271182,0.008646,-0.02357,0.008876,-0.001384,7.70E-05,0.046875,-1.297114,-1.469182,0.561606,-0.115991,0.012316,-0.000358,-2.70E-05,1.00E-06,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
