PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1385,2025/11/5,32:23.3,5,6,"Takao, Michio",1000422864,Left,KEI_KEI,"Ogata, Mikito",1000326132,Left,WAS_EDA,Undefined,5,Top,2,3,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,139.18964,-2.087642,3.729571,2344.54219,135.886256,10:30,1.547884,-0.41102,1.880467,-48.839,46.0263,-41.4321,0.470277,0.226085,126.32383,-5.761518,0.793545,0.439854,155.20186,-8.832694,-2.34875,,,,,2.781399,2.781399,-6.940903,0.061962,24.2524,26.3589,0.327333,15.24,1.496605,-2.291888,-38.193955,-1.553852,4.592111,8.267134,-4.815687,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,a97b2e70-b9ef-11f0-a913-87ff3c6a23ca,137.90939,0.410528,,12.86581,,,,0.121358,0.410528,-0.22785,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,32:23.3,2025-11-05T11:32:23.2830000+09:00,2025-11-05T02:32:23.2830000Z,GroundBall,v3,,,,"Kato, Yugo",1000422875,Right,KEI_KEI,4d85a1f7-bbc4-476c-a43a-c6fabc1bd629,16.558975,-38.47839,4.133567,1.547215,-1.388166,-2.407843,0.408905,-2.449882,2.296055,180,0.120993,42.601127,,,,,,,,0.410585,-6.625463,,,,,,,,-0.227835,-1.747345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
1386,2025/11/5,34:40.1,1,1,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Ichinomiya, Tomoki",1000422896,Right,KEI_KEI,Undefined,5,Bottom,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,128.21649,-0.684697,5.165286,2012.108404,163.153273,11:30,1.670644,-0.755235,1.962671,-88.7515,21.3138,-5.4213,0.590565,0.641194,117.89654,-7.195172,4.780759,0.473783,,,,,,,,,,,,6.5513,12.5438,0.643501,15.24,1.650904,-3.159053,-35.18443,-0.714125,1.060406,6.570274,-7.776287,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,fb0645e0-b9ef-11f0-a913-87ff3c6a23ca,128.03318,,,10.31995,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,34:40.1,2025-11-05T11:34:40.1030000+09:00,2025-11-05T02:34:40.1030000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,7dd3e769-7ad5-4757-931b-a839d54ccd58,16.477647,-35.414792,3.285137,1.671163,-0.441479,-3.888144,0.754913,-3.196232,0.530203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1387,2025/11/5,34:49.7,1,2,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Ichinomiya, Tomoki",1000422896,Right,KEI_KEI,Undefined,5,Bottom,0,1,0,Cutter,Slider,InPlay,Undefined,GroundBall,Out,1,0,,127.71404,0.588525,3.326488,2007.043367,147.447804,11:00,1.678937,-0.791182,1.729523,-107.819,5.9071,-1.5349,0.768266,0.139762,117.3564,-7.195272,3.218701,0.481598,153.73052,-10.800365,-41.356544,,,,,4.488658,4.360686,-39.207658,0.095621,3.119,3.5797,0.705713,15.24,1.685896,-2.032318,-35.085917,-0.059363,0.502518,6.474278,-9.229916,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,00cba100-b9f0-11f0-a913-87ff3c6a23ca,125.95569,0.766465,,10.35764,,,,0.462261,0.766465,-0.182687,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,34:49.7,2025-11-05T11:34:49.7190000+09:00,2025-11-05T02:34:49.7190000Z,GroundBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,6ebbf777-f2aa-4f46-a8ad-4383dd2d1a41,16.710431,-35.356209,3.237139,1.680331,0.325973,-4.614958,0.790997,-2.053298,0.251259,180,0.461431,31.539468,,,,,,,,0.766676,-8.0157,,,,,,,,-0.181957,-27.763296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
1388,2025/11/5,35:16.6,2,1,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,5,Bottom,1,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,130.37721,0.102455,4.913799,2069.833014,158.417546,11:15,1.67684,-0.761781,1.736808,-102.5422,7.2138,-1.4772,0.680625,0.622521,119.50978,-7.295668,4.810408,0.473117,,,,,,,,,,,,4.2799,4.7527,0.635919,15.24,1.671884,-3.064819,-35.730792,-0.344928,0.713568,6.852822,-9.014268,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,10b125e0-b9f0-11f0-a913-87ff3c6a23ca,128.21342,,,10.86744,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,35:16.6,2025-11-05T11:35:16.5620000+09:00,2025-11-05T02:35:16.5620000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,ab15e068-81a8-4c92-9582-2018f6fd367a,16.702488,-36.010191,3.426411,1.678455,0.022596,-4.507134,0.761469,-3.093912,0.356784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1389,2025/11/5,35:27.3,2,2,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,5,Bottom,1,1,0,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,129.63349,1.461078,1.490554,2033.713161,129.172383,10:15,1.655485,-0.806579,1.673177,-107.1895,4.9522,-1.3726,1.000427,-0.395199,117.58866,-6.299505,1.394301,0.478232,,,,,,,,,,,,1.8446,2.6414,0.766907,15.24,1.685926,-0.919242,-35.589013,0.466415,0.302607,7.309426,-9.373334,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,171ef600-b9f0-11f0-a913-87ff3c6a23ca,126.84233,,,12.04483,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,35:27.3,2025-11-05T11:35:27.3350000+09:00,2025-11-05T02:35:27.3350000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,872c4bac-32dd-4604-bc2c-a336e52fb93d,16.765635,-35.900987,3.654713,1.657481,0.86648,-4.686667,0.806417,-0.932157,0.151304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1390,2025/11/5,35:39.1,2,3,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,5,Bottom,1,2,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,129.33692,1.904792,2.823417,2193.57214,200.294632,12:45,1.678298,-0.793404,1.835287,-96.6143,13.4379,3.6531,1.250742,0.040841,117.7748,-5.167406,3.081491,0.473755,,,,,,,,,,,,0.227,6.6561,0.725772,15.24,1.7176,-1.768441,-35.517041,0.824536,0.03728,6.963414,-8.713544,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,1e264700-b9f0-11f0-a913-87ff3c6a23ca,128.0408,,,11.56212,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,35:39.1,2025-11-05T11:35:39.1200000+09:00,2025-11-05T02:35:39.1200000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,aadeb755-6ed6-478c-af30-e061ad2b426e,16.603736,-35.783415,3.481707,1.679683,1.157857,-4.356772,0.793447,-1.769867,0.01864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1391,2025/11/5,35:51.1,2,4,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Sadakane, Kensho",1000325891,Left,KEI_KEI,Undefined,5,Bottom,1,3,0,Cutter,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,127.77311,-1.464475,3.315889,1983.563344,144.154494,10:45,1.652914,-0.731383,1.753126,-101.4467,11.9248,-6.0632,0.222129,0.149889,117.79026,-8.779607,2.888904,0.480847,,,,,,,,,,,,5.4402,8.1306,0.647891,15.24,1.608353,-2.006059,-35.094636,-1.28622,0.876726,6.490866,-8.496333,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,255e6c00-b9f0-11f0-a913-87ff3c6a23ca,126.15249,,,9.98284,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,35:51.1,2025-11-05T11:35:51.0790000+09:00,2025-11-05T02:35:51.0790000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,7b450a35-77e4-4dc3-8f74-97014b2058d0,16.686756,-35.361206,3.245433,1.654011,-0.937289,-4.248167,0.731016,-2.042065,0.438363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1392,2025/11/5,36:22.3,3,1,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Hattori, Kakeru",1000325861,Right,KEI_KEI,Undefined,5,Bottom,1,0,0,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,,128.68831,0.770393,3.016303,2175.029527,175.432595,11:45,1.683868,-0.773967,1.839049,-95.0102,15.5743,-0.9682,0.951517,0.068461,117.89535,-6.169957,2.94785,0.474899,125.42152,38.666971,15.692585,4921.528219,30.99199,22.426072,12.791381,78.130748,77.445855,29.264953,4.771944,2.6479,8.508,0.702209,15.24,1.696057,-1.859497,-35.370687,0.129836,0.432942,6.6679,-8.415548,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,37f30b50-b9f0-11f0-a913-87ff3c6a23ca,127.7323,24.265472,,10.79296,,,,-0.01753,0.90421,-0.094333,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,36:22.3,2025-11-05T11:36:22.2810000+09:00,2025-11-05T02:36:22.2810000Z,FlyBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,9022d9da-6bf5-45fa-af9b-fb0f03675313,16.600552,-35.626248,3.33395,1.6849,0.452379,-4.207774,0.773796,-1.87609,0.216471,210.250501,-0.016438,26.163199,-6.050264,1.428512,-0.176889,-0.019466,0.011847,-0.001732,8.70E-05,0.9036,21.778836,-5.583716,0.245912,0.01378,-0.022693,0.009128,-0.001604,0.000101,-0.094506,7.361919,0.862513,-0.390251,0.094306,-0.011279,-0.000132,0.000173,-1.20E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
1393,2025/11/5,36:55.8,4,1,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Maruta, Minato",1000325879,Left,KEI_KEI,Undefined,5,Bottom,2,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,128.88422,-0.448362,3.950328,2009.227883,194.882411,12:30,1.701592,-0.712318,1.767542,-95.3512,17.2374,3.5496,0.620669,0.444829,117.22458,-7.385469,4.199824,0.479184,,,,,,,,,,,,1.3055,10.3759,0.613009,15.24,1.683617,-2.456741,-35.334368,-0.639059,0.210913,7.261901,-8.13031,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,4bf45a00-b9f0-11f0-a913-87ff3c6a23ca,126.59032,,,11.65964,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,36:55.8,2025-11-05T11:36:55.8180000+09:00,2025-11-05T02:36:55.8180000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,dd974308-bded-4aa0-bea8-b6722463328d,16.671181,-35.62729,3.630951,1.70278,-0.311109,-4.065155,0.712277,-2.465248,0.105457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1394,2025/11/5,37:08.5,4,2,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Maruta, Minato",1000325879,Left,KEI_KEI,Undefined,5,Bottom,2,1,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,128.95054,0.690853,3.564639,2106.855743,192.081858,12:30,1.6822,-0.750394,1.785998,-99.4627,12.9778,1.9298,0.883588,0.279596,116.72941,-6.569387,3.700488,0.478868,,,,,,,,,,,,1.9048,7.3162,0.662049,15.24,1.692479,-2.211909,-35.361631,0.050247,0.307224,7.468907,-8.626605,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,5388a8c0-b9f0-11f0-a913-87ff3c6a23ca,126.67366,,,12.22113,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,37:08.6,2025-11-05T11:37:08.5520000+09:00,2025-11-05T02:37:08.5520000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,a49770a2-2419-459e-81fb-f0073f17322c,16.652722,-35.658771,3.734454,1.683653,0.393443,-4.313303,0.750289,-2.224131,0.153612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1395,2025/11/5,37:21.2,4,3,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Maruta, Minato",1000325879,Left,KEI_KEI,Undefined,5,Bottom,2,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.04069,3.98923,0.998276,2080.014029,333.555472,5:00,1.679843,-0.750267,1.797535,-176.5673,-43.8721,23.9058,1.044983,-0.228704,108.10294,-8.731337,2.687728,0.520214,,,,,,,,,,,,-11.4003,-23.883,0.724191,15.24,1.765841,-0.667268,-32.436495,1.604873,-1.559829,5.864728,-13.074394,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,5afdafb0-b9f0-11f0-a913-87ff3c6a23ca,116.6058,,,9.93775,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,37:21.2,2025-11-05T11:37:21.1890000+09:00,2025-11-05T02:37:21.1890000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,779920e3-cea9-40e0-9940-07165fbe1c7d,16.643894,-32.689342,2.932364,1.684498,2.168553,-6.537197,0.751509,-0.600019,-0.779914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.45346,1.922998,0.70144,1.221558,-0.584214,0.881023,0.180058,-0.385282,1.726965,0.100856,38.794129,1.726911,0.787998,-0.342642,36.092192,-3.357919,1.722733,3.766337,-3.077759,0.080436,-0.839813,1.179961,High,High,High,,,High,Medium,Medium
1396,2025/11/5,37:46.0,4,4,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Maruta, Minato",1000325879,Left,KEI_KEI,Undefined,5,Bottom,2,2,1,ChangeUp,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,128.3015,-0.008279,2.230091,1934.060355,130.783362,10:15,1.685785,-0.763176,1.732585,-105.4397,6.0209,-3.3443,0.629034,-0.162732,119.01099,-7.599672,1.994651,0.476777,,,,,,,,,,,,3.1374,3.9094,0.706216,15.24,1.677512,-1.360332,-35.317015,-0.417004,0.516723,6.008671,-9.16278,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,69e06a90-b9f0-11f0-a913-87ff3c6a23ca,127.22926,,,9.29051,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,37:46.0,2025-11-05T11:37:46.0390000+09:00,2025-11-05T02:37:46.0390000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,abace507-54a7-49b0-935e-a62628f4d2cf,16.707846,-35.565871,3.004336,1.686924,-0.037518,-4.58139,0.762998,-1.381733,0.258361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1397,2025/11/5,38:11.2,4,5,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Maruta, Minato",1000325879,Left,KEI_KEI,Undefined,5,Bottom,2,2,2,Curveball,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,0,,121.22253,4.297729,0.533637,1890.451954,331.944884,5:00,1.68384,-0.756404,1.743891,-167.0417,-39.4806,23.3383,1.235901,-0.371516,109.9916,-7.732827,2.176574,0.510051,60.60875,30.191582,-111.847493,3252.309976,,,,23.359629,11.638474,-117.830667,1.786578,-11.3974,-22.1154,0.74107,15.24,1.781064,-0.413936,-33.262615,1.849538,-1.629722,6.503469,-12.968944,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,78dfd530-b9f0-11f0-a913-87ff3c6a23ca,118.92924,4.559181,,11.23093,,,,-0.21469,1.172645,0.338344,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,38:11.2,2025-11-05T11:38:11.1610000+09:00,2025-11-05T02:38:11.1610000Z,GroundBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,11352c96-2c0a-4246-bed9-de3bd0dbcfa2,16.696979,-33.546272,3.251735,1.688058,2.415196,-6.484472,0.757574,-0.342854,-0.814861,58.32442,-0.214692,-5.415022,-0.456551,0.143082,-0.108399,0.08824,-0.04524,0.013133,-0.001628,1.172644,8.46679,-5.487748,0.297189,-0.118336,0.098725,-0.056635,0.017123,-0.00214,0.338351,-13.507818,0.97352,-0.08573,0.208811,-0.20619,0.111281,-0.032348,0.003902,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
1398,2025/11/5,38:51.0,5,1,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Yagi, Hinata",1000325906,Left,KEI_KEI,Undefined,5,Bottom,2,0,0,ChangeUp,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,129.9538,-0.519724,3.956013,1859.155591,96.821587,9:15,1.689961,-0.733086,1.735348,-107.6802,4.5514,-3.026,0.465174,0.362152,117.27125,-8.322896,3.743517,0.478423,,,,,,,,,,,,4.9392,4.0486,0.631881,15.24,1.668701,-2.446869,-35.592604,-0.752,0.801432,7.998341,-9.149732,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,909af790-b9f0-11f0-a913-87ff3c6a23ca,126.79149,,,12.68255,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,38:51.0,2025-11-05T11:38:51.0010000+09:00,2025-11-05T02:38:51.0010000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,6e09a115-33ca-46b8-b1b9-fba528701f5f,16.703364,-35.919945,3.999171,1.691814,-0.377537,-4.574866,0.732693,-2.479669,0.400716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1399,2025/11/5,39:05.2,5,2,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Yagi, Hinata",1000325906,Left,KEI_KEI,Undefined,5,Bottom,2,0,1,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,128.03712,-0.285498,2.966041,2064.433525,318.753845,4:45,1.660984,-0.768849,1.716498,-114.4063,-0.4962,3.6736,0.435622,0.112124,117.36816,-8.519471,3.224222,0.481987,,,,,,,,,,,,0.349,1.0356,0.691587,15.24,1.644778,-1.839121,-35.16629,-0.630667,0.056145,6.881563,-9.640075,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,991168f0-b9f0-11f0-a913-87ff3c6a23ca,125.85389,,,10.66896,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,39:05.2,2025-11-05T11:39:05.2000000+09:00,2025-11-05T02:39:05.2000000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,2a88fab8-7cc7-4628-826d-6c202e44fabf,16.723278,-35.45536,3.440782,1.662765,-0.225723,-4.820037,0.768891,-1.841479,0.028073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1400,2025/11/5,39:25.9,5,3,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Yagi, Hinata",1000325906,Left,KEI_KEI,Undefined,5,Bottom,2,0,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,131.26375,0.723695,1.233512,2194.325975,250.533534,2:15,1.669055,-0.758506,1.795507,-102.3915,4.4482,2.9842,0.850005,-0.379525,120.11623,-6.719654,1.444491,0.46679,,,,,,,,,,,,-0.6244,2.8721,0.72802,15.24,1.679842,-0.791478,-36.105464,0.054527,-0.10618,7.069461,-9.318255,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,a5611ce0-b9f0-11f0-a913-87ff3c6a23ca,129.9515,,,11.14752,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,39:25.9,2025-11-05T11:39:25.8670000+09:00,2025-11-05T02:39:25.8670000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,ecc2399f-2898-45a5-a8ee-3b57143f161e,16.643893,-36.379308,3.534731,1.670739,0.415481,-4.659128,0.758599,-0.787365,-0.05309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1401,2025/11/5,39:47.7,5,4,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Yagi, Hinata",1000325906,Left,KEI_KEI,Undefined,5,Bottom,2,1,2,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,128.35967,0.678742,3.189932,2000.03935,116.853874,10:00,1.705064,-0.761064,1.72583,-106.8215,6.381,-5.3327,0.830067,0.093179,117.27499,-7.050421,2.815424,0.480488,,,,,,,,,,,,5.0926,3.7451,0.679211,15.24,1.714441,-1.939871,-35.247534,5.30E-05,0.82342,6.878535,-9.201114,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,b26357f0-b9f0-11f0-a913-87ff3c6a23ca,126.24662,,,11.08468,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,39:47.7,2025-11-05T11:39:47.6660000+09:00,2025-11-05T02:39:47.6660000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,458db08b-d9fb-495b-8976-411f40730b31,16.713967,-35.534013,3.439267,1.706458,0.383264,-4.600557,0.760718,-1.974165,0.41171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
1402,2025/11/5,40:19.0,5,5,"Ike, Atsushi",1000326099,Left,WAS_EDA,"Yagi, Hinata",1000325906,Left,KEI_KEI,Undefined,5,Bottom,2,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.14483,0.814744,3.1574,2108.438952,324.159167,4:45,1.683348,-0.694689,1.845831,-165.8761,-41.2208,32.873,0.254809,0.525716,111.64971,-11.119948,5.488419,0.504208,,,,,,,,,,,,-14.3194,-20.8947,0.617763,15.24,1.692068,-1.98857,-33.559601,-0.132474,-2.065893,7.103418,-12.82117,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20251105-JinguStadium-1,c50da220-b9f0-11f0-a913-87ff3c6a23ca,120.30744,,,10.49512,,,,,,,0f83148b-3e6c-4cfd-8a3b-f56ed0340377,2025/11/5,40:19.0,2025-11-05T11:40:18.9790000+09:00,2025-11-05T02:40:18.9790000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,b772ff72-92b4-493f-99d4-7148b744e6c6,16.595155,-33.845225,3.551709,1.687031,0.383058,-6.410585,0.696052,-1.905502,-1.032947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
